Solyc11g017440.2	GO:0004190; GO:0006508
Solyc10g084180.2	GO:0004553; GO:0005975
Solyc06g075650.3	GO:0009522; GO:0015979; GO:0016021; GO:0046872
Solyc01g105350.2	GO:0006633
Solyc07g063740.2	GO:0003676; GO:0008270
Solyc07g007350.1	GO:0006511
Solyc02g085540.1	GO:0009611; GO:0009694; GO:0009864; GO:0080123
Solyc11g013890.1	GO:0004190; GO:0006508
Solyc05g013870.3	GO:0004553; GO:0005975
Solyc01g105540.3	GO:0003677; GO:0005524; GO:0016787
Solyc01g109660.2	GO:0006355
Solyc03g058190.3	GO:0005524
Solyc03g093200.3	GO:0032366
Solyc09g090300.3	GO:0004857
Solyc03g094010.3	GO:0008270
Solyc09g092320.3	GO:0008270
Solyc01g104434.1	GO:0008168
Solyc08g005640.3	GO:0000723; GO:0003678; GO:0006281
Solyc03g110980.3	GO:0004842; GO:0016567
Solyc06g036520.1	GO:0005515
Solyc05g015390.3	GO:0005506; GO:0016705; GO:0020037; GO:0055114
Solyc06g063370.3	GO:0004672; GO:0006468
Solyc03g114730.3	GO:0051920; GO:0055114
Solyc02g081890.3	GO:0008146
Solyc11g069770.2	GO:0005515
Solyc12g008900.2	GO:0000166; GO:0004822; GO:0005524; GO:0005737; GO:0006428
Solyc07g017860.3	GO:0016705; GO:0055114
Solyc12g009360.1	GO:0005524; GO:0016020; GO:0017038
Solyc01g088460.3	GO:0005515
Solyc01g014140.3	GO:0046872
Solyc07g055550.2	GO:0005515
Solyc05g007690.2	GO:0009055; GO:0015035; GO:0045454
Solyc02g063270.3	GO:0003677
Solyc07g009450.1	GO:0005515
Solyc07g063160.2	GO:0016491; GO:0055114
Solyc08g075250.1	GO:0000155; GO:0007165
Solyc03g121230.3	GO:0046872
Solyc01g080220.3	GO:0006355
Solyc04g076710.3	GO:0006777
Solyc03g034417.1	GO:0005515
Solyc08g061630.3	GO:0000723; GO:0003678; GO:0006281
Solyc04g049360.3	GO:0004553; GO:0005975
Solyc12g096130.2	GO:0003899; GO:0005634; GO:0006351
Solyc02g076710.3	GO:0004867
Solyc00g024150.3	GO:0003723
Solyc07g049230.1	GO:0003746; GO:0006414
Solyc07g052960.2	GO:0005524; GO:0009507
Solyc01g006870.3	GO:0071816
Solyc06g065000.2	GO:0003700
Solyc03g116870.3	GO:0004672; GO:0006468
Solyc07g008900.3	GO:0005515
Solyc03g096670.3	GO:0003676
Solyc03g063040.3	GO:0020037; GO:0055114
Solyc06g071550.3	GO:0016491; GO:0055114
Solyc07g006730.3	GO:0046983
Solyc10g011680.3	GO:0004857
Solyc12g010115.1	GO:0005506; GO:0016705; GO:0020037; GO:0055114
Solyc08g067260.3	GO:0046983
Solyc06g054260.1	GO:0004672; GO:0005524; GO:0006468
Solyc07g008140.3	GO:0003676
Solyc12g035470.2	GO:0046983
Solyc03g111110.1	GO:0005488
Solyc01g095305.1	GO:0006508; GO:0008237
Solyc02g093990.3	GO:0004310; GO:0006696; GO:0051996
Solyc07g052560.2	GO:0003676; GO:0004523
Solyc01g112120.3	GO:0005524; GO:0006605; GO:0006886
Solyc07g043130.3	GO:0008270
Solyc06g009960.2	GO:0004525; GO:0006396
Solyc04g007650.3	GO:0016874
Solyc07g066150.1	GO:0005515
Solyc04g074530.3	GO:0016114; GO:0050515
Solyc09g011600.3	GO:0003824
Solyc09g009840.1	GO:0008152; GO:0016758
Solyc03g007180.1	GO:0005634; GO:0006511; GO:0007275
Solyc07g006200.3	GO:0009522; GO:0015979; GO:0016021; GO:0046872
Solyc10g005210.3	GO:0000387; GO:0000398; GO:0005685
Solyc08g081170.3	GO:0003677; GO:0046983
Solyc12g036470.2	GO:0046983
Solyc02g071110.3	GO:0055114
Solyc01g080330.3	GO:0008137; GO:0042773; GO:0055114
Solyc02g084740.3	GO:0048544
Solyc04g008280.2	GO:0005515
Solyc06g053490.3	GO:0004525; GO:0006396
Solyc11g011940.2	GO:0003676; GO:0005524
Solyc02g023990.3	GO:0005515
Solyc05g050500.1	GO:0004672; GO:0005524; GO:0006468
Solyc01g067840.2	GO:0005524
Solyc07g062460.3	GO:0005524; GO:0009507
Solyc01g008510.3	GO:0016491; GO:0055114
Solyc10g005120.2	GO:0004764; GO:0055114
Solyc05g007110.2	GO:0006629; GO:0008081
Solyc09g010280.3	GO:0008152; GO:0016758
Solyc06g060300.1	GO:0004672; GO:0005524; GO:0006468
Solyc12g056950.2	GO:0055114
Solyc01g111760.3	GO:0005524
Solyc07g054560.1	GO:0003677
Solyc06g084320.1	GO:0016020; GO:0022904
Solyc02g080800.3	GO:0003677
Solyc08g082370.1	GO:0005515
Solyc10g047040.3	GO:0005524
Solyc02g089115.1	GO:0005737; GO:0006629; GO:0016021; GO:0016627
Solyc03g043640.3	GO:0016702; GO:0046872; GO:0055114
Solyc09g097910.3	GO:0006633
Solyc08g016670.3	GO:0003824
Solyc12g097060.1	GO:0005515
Solyc10g083860.2	GO:0004553; GO:0005975
Solyc01g006430.3	GO:0005515
Solyc03g114160.1	GO:0000226; GO:0000922; GO:0005815; GO:0007020; GO:0043015
Solyc10g079090.2	GO:0003824; GO:0051536
Solyc05g053965.1	GO:0000166
Solyc02g068620.1	GO:0003824; GO:0009116
Solyc06g084470.3	GO:0005515
Solyc05g007780.3	GO:0005515
Solyc07g044860.3	GO:0004842; GO:0016567
Solyc06g071920.3	GO:0005524; GO:0009507
Solyc12g056250.2	GO:0008168
Solyc01g080130.2	GO:0006355
Solyc09g090330.3	GO:0005618; GO:0030599; GO:0042545
Solyc07g064420.3	GO:0003883; GO:0006221
Solyc09g005620.3	GO:0016655; GO:0055114
Solyc07g047790.3	GO:0003676
Solyc07g005210.3	GO:0003824; GO:0008152
Solyc01g098645.1	GO:0005515
Solyc08g077050.3	GO:0005975
Solyc04g077745.1	GO:0003871; GO:0008270; GO:0008652
Solyc07g064800.3	GO:0003735; GO:0005840; GO:0006412
Solyc07g056050.1	GO:0005515
Solyc05g012670.1	GO:0016705; GO:0055114
Solyc02g077160.3	GO:0004672; GO:0005524; GO:0006468
Solyc06g060340.3	GO:0004672; GO:0006468
Solyc05g054540.3	GO:0004190; GO:0006508
Solyc02g014250.2	GO:0006855; GO:0015238; GO:0015297; GO:0016020; GO:0055085
Solyc02g078620.1	GO:0015078; GO:0015986; GO:0045263
Solyc06g076510.3	GO:0003677; GO:0003899; GO:0006351
Solyc10g044880.1	GO:0005515
Solyc09g065920.3	GO:0004672; GO:0005524; GO:0006468
Solyc09g010800.4	GO:0016627; GO:0055114
Solyc09g011030.3	GO:0005618; GO:0030599; GO:0042545
Solyc12g042170.2	GO:0004553; GO:0005975
Solyc08g066740.3	GO:0003700; GO:0006355; GO:0043565
Solyc09g083190.3	GO:0006629
Solyc08g041870.3	GO:0003735; GO:0005840; GO:0006412; GO:0019843
Solyc03g118140.3	GO:0003735; GO:0005622; GO:0005840; GO:0006412
Solyc08g075340.3	GO:0006355; GO:0009584; GO:0018298
Solyc05g056580.3	GO:0004525; GO:0006396
Solyc03g097440.3	GO:0008152
Solyc09g065300.3	GO:0016021; GO:0016192
Solyc02g070840.1	GO:0004514; GO:0009435
Solyc05g051060.3	GO:0005506; GO:0006633; GO:0016491; GO:0055114
Solyc03g034170.3	GO:0048544
Solyc01g011390.2	GO:0006508; GO:0008234
Solyc07g007340.3	GO:0006511
Solyc00g005040.3	GO:0004190; GO:0006508
Solyc11g018500.2	GO:0004190; GO:0006508
Solyc09g074930.3	GO:0006511; GO:0031625
Solyc12g096400.2	GO:0005515
Solyc05g056390.2	GO:0004525; GO:0006396
Solyc11g069450.1	GO:0043169
Solyc06g005960.3	GO:0004525; GO:0006396
Solyc12g011280.2	GO:0008168
Solyc07g053720.3	GO:0004222; GO:0006508
Solyc09g060090.3	GO:0003677; GO:0046983
Solyc01g088220.2	GO:0005975; GO:0008270; GO:0016832
Solyc02g080480.3	GO:0004553; GO:0005975
Solyc06g073910.3	GO:0015986
Solyc07g055990.3	GO:0005515
Solyc01g104780.3	GO:0005622; GO:0008270
Solyc11g006740.2	GO:0031519
Solyc10g054900.2	GO:0003993; GO:0046872
Solyc11g007940.2	GO:0005525; GO:0005622; GO:0006886
Solyc07g008530.1	GO:0005515
Solyc06g072850.1	GO:0005524; GO:0009507
Solyc01g087860.2	GO:0003824
Solyc01g106177.1	GO:0032559
Solyc01g106175.1	GO:0015992; GO:0046034
Solyc10g078320.2	GO:0016787
Solyc08g015780.3	GO:0003676; GO:0008270
Solyc02g094120.3	GO:0009058; GO:0016740
Solyc10g054870.2	GO:0005634; GO:0008270; GO:0018024; GO:0034968
Solyc01g095070.3	GO:0000808; GO:0005634; GO:0006260
Solyc05g050695.1	GO:0004672; GO:0006468
Solyc05g056055.1	GO:0004525; GO:0006396
Solyc12g010400.2	GO:0005488
Solyc08g082170.3	GO:0046872
Solyc01g112060.3	GO:0016021; GO:0022857; GO:0055085
Solyc02g071010.1	GO:0003700; GO:0006355
Solyc02g065230.3	GO:0003700; GO:0006355; GO:0016602
Solyc12g005980.2	GO:0003677; GO:0005634
Solyc01g009420.3	GO:0005515; GO:0008270
Solyc01g006550.3	GO:0004672; GO:0005524; GO:0006468
Solyc06g073900.3	GO:0008137; GO:0055114
Solyc07g006910.3	GO:0008270
Solyc11g067160.2	GO:0004356; GO:0006807
Solyc07g022830.3	GO:0005524
Solyc01g099163.1	GO:0003824; GO:0008152
Solyc05g051210.3	GO:0008270
Solyc08g076620.1	GO:0006950
Solyc10g051020.2	GO:0003677; GO:0004518
Solyc11g013820.2	GO:0004190; GO:0006508
Solyc02g085000.3	GO:0005524; GO:0016887
Solyc10g079690.2	GO:0004108; GO:0006101
Solyc02g021620.3	GO:0016020; GO:0055114
Solyc12g044760.2	GO:0005515
Solyc12g056110.2	GO:0003677
Solyc07g049710.3	GO:0005515
Solyc05g006440.3	GO:0016702; GO:0046872; GO:0055114
Solyc12g006590.2	GO:0005488
Solyc02g084360.3	GO:0009772; GO:0019684; GO:0045156
Solyc07g065410.1	GO:0003677
Solyc06g084290.3	GO:0009055; GO:0016020; GO:0016491
Solyc11g065610.1	GO:0004672; GO:0005524; GO:0006468
Solyc05g024430.3	GO:0005622; GO:0019843
Solyc10g081790.1	GO:0050832
Solyc04g008980.3	GO:0005509
Solyc06g006057.1	GO:0004525; GO:0006396
Solyc02g071360.3	GO:0016765
Solyc11g072700.1	GO:0004672; GO:0006468
Solyc06g071840.2	GO:0005524; GO:0009507
Solyc04g082255.1	GO:0004601; GO:0042744
Solyc04g081230.3	GO:0004842; GO:0016567
Solyc08g005350.3	GO:0003950
Solyc09g007190.3	GO:0016655; GO:0055114
Solyc04g076780.3	GO:0032324
Solyc03g111010.3	GO:0005488
Solyc02g062340.3	GO:0009058; GO:0030170
Solyc09g064940.2	GO:0016021; GO:0022857
Solyc02g079950.3	GO:0046872
Solyc10g044510.2	GO:0006511; GO:0036459
Solyc07g006230.1	GO:0015018; GO:0016020
Solyc04g081755.1	GO:0003676
Solyc10g008020.3	GO:0043169
Solyc05g054640.3	GO:0004190; GO:0006508
Solyc06g066000.2	GO:0005515; GO:0007165
Solyc10g077120.2	GO:0046983
Solyc05g006920.3	GO:0003677; GO:0006355
Solyc03g116780.3	GO:0004672; GO:0005524; GO:0006468
Solyc09g097805.1	GO:0006812; GO:0015299; GO:0016021; GO:0055085
Solyc10g079700.2	GO:0006099; GO:0046912
Solyc04g071140.3	GO:0004672; GO:0005524; GO:0006468
Solyc09g061310.3	GO:0005515
Solyc08g066660.1	GO:0004601; GO:0055114
Solyc01g007920.2	GO:0004672; GO:0006468
Solyc02g089150.3	GO:0005515
Solyc03g113330.3	GO:0005488
Solyc03g071700.1	GO:0020037; GO:0055114
Solyc02g079540.2	GO:0004177; GO:0005622; GO:0006508
Solyc05g013180.3	GO:0003677; GO:0046983
Solyc06g036350.3	GO:0004525; GO:0006396
Solyc06g009260.3	GO:0004525; GO:0006396
Solyc07g062580.3	GO:0006886; GO:0008536
Solyc09g089750.1	GO:0004672; GO:0005524; GO:0006468
Solyc03g026370.1	GO:0005515
Solyc03g098640.3	GO:0003677; GO:0006355
Solyc06g076300.3	GO:0008137; GO:0042773; GO:0055114
Solyc03g019700.1	GO:0004601; GO:0006979; GO:0020037; GO:0055114
Solyc10g078600.2	GO:0003824
Solyc01g096240.3	GO:0003700; GO:0006355
Solyc01g110940.3	GO:0004601; GO:0006979; GO:0020037; GO:0055114
Solyc02g070990.1	GO:0004140; GO:0005524; GO:0015937
Solyc10g055550.2	GO:0005515; GO:0008270
Solyc09g014520.3	GO:0003857; GO:0006631; GO:0016491; GO:0055114
Solyc09g075650.3	GO:0006511; GO:0031625
Solyc01g111765.1	GO:0005524; GO:0046872
Solyc04g078920.3	GO:0016491; GO:0055114
Solyc12g089160.2	GO:0008152; GO:0008168
Solyc10g007570.3	GO:0004722; GO:0006470
Solyc01g109580.3	GO:0006629
Solyc09g092640.3	GO:0005774; GO:0005886; GO:0006814; GO:0009651; GO:0055075
Solyc08g013805.1	GO:0003723; GO:0003735; GO:0005840; GO:0006412
Solyc04g054930.3	GO:0004623; GO:0006644; GO:0050482
Solyc10g081010.2	GO:0003700; GO:0006355; GO:0043565
Solyc12g042570.2	GO:0005515
Solyc08g008300.1	GO:0005452; GO:0006820; GO:0016020
Solyc09g066410.2	GO:0005515
Solyc12g055760.2	GO:0004190; GO:0006508
Solyc03g115020.3	GO:0003676
Solyc08g075100.3	GO:0006355
Solyc10g083650.1	GO:0004672; GO:0006468
Solyc05g006730.3	GO:0005515
Solyc03g006740.2	GO:0006812; GO:0008324; GO:0016021; GO:0055085
Solyc08g075690.3	GO:0018298
Solyc05g005760.3	GO:0003723; GO:0006396; GO:0016779
Solyc04g071990.3	GO:0010024; GO:0016636; GO:0050897; GO:0055114
Solyc11g021365.1	GO:0016311; GO:0016791
Solyc11g006550.3	GO:0003700; GO:0006355; GO:0043565
Solyc02g089090.3	GO:0005525
Solyc08g061060.2	GO:0005783; GO:0016021; GO:0072546
Solyc11g069020.2	GO:0004014; GO:0006597; GO:0008295
Solyc03g123710.3	GO:0006457; GO:0016272; GO:0051082
Solyc03g123420.1	GO:0016020; GO:0022891; GO:0055085
Solyc09g075890.3	GO:0006511; GO:0031625
Solyc12g009470.2	GO:0006886; GO:0006888; GO:0008270; GO:0030127
Solyc01g096970.3	GO:0003723
Solyc08g067370.1	GO:0008375; GO:0016020
Solyc11g018550.3	GO:0004190; GO:0006508
Solyc12g009770.1	GO:0005215; GO:0006810; GO:0016020
Solyc12g017430.2	GO:0003677; GO:0006260
Solyc02g070430.3	GO:0004872; GO:0005506; GO:0009279; GO:0015891; GO:0016021
Solyc02g061990.3	GO:0003824
Solyc05g008280.1	GO:0006633; GO:0016491; GO:0055114
Solyc08g079610.3	GO:0003677; GO:0046983
Solyc08g077870.3	GO:0005525; GO:0005622; GO:0006886
Solyc03g116230.3	GO:0004601; GO:0006979; GO:0020037; GO:0055114
Solyc02g080810.3	GO:0009611; GO:0009694; GO:0009864; GO:0080123
Solyc04g076970.3	GO:0003677
Solyc05g007170.3	GO:0009055; GO:0015035; GO:0045454
Solyc05g005290.3	GO:0004864; GO:0009966; GO:0043666
Solyc04g082050.3	GO:0000290; GO:0008047; GO:0043085
Solyc01g005270.3	GO:0008152; GO:0016758
Solyc11g071830.2	GO:0003723; GO:0006396; GO:0008173
Solyc06g051800.3	GO:0005515
Solyc01g100890.3	GO:0016491; GO:0055114
Solyc12g013690.2	GO:0008270
Solyc01g081480.3	GO:0005515
Solyc03g026210.3	GO:0016717; GO:0055114
Solyc02g082200.3	GO:0004553; GO:0005975
Solyc02g092880.3	GO:0016747
Solyc04g081020.3	GO:0016020
Solyc05g041540.3	GO:0006355; GO:0043565
Solyc02g089493.1	GO:0005509
Solyc01g009150.3	GO:0006952; GO:0016021
Solyc02g089120.3	GO:0007010; GO:0008017
Solyc04g051490.3	GO:0003700; GO:0006355; GO:0043565
Solyc01g057830.3	GO:0003676
Solyc11g005290.1	GO:0004386
Solyc11g006360.1	GO:0005524
Solyc09g089610.3	GO:0003677
Solyc03g115220.3	GO:0005515
Solyc03g111820.3	GO:0005488
Solyc09g011300.3	GO:0005515; GO:0008270
Solyc05g025890.2	GO:0005622; GO:0019843
Solyc05g013060.3	GO:0071705
Solyc01g107800.3	GO:0017004; GO:0020037
Solyc04g049920.3	GO:0016705; GO:0055114
Solyc03g078210.3	GO:0003676; GO:0005524
Solyc01g106480.3	GO:0000166
Solyc04g051180.1	GO:0005975
Solyc05g012600.3	GO:0005506; GO:0016705; GO:0020037; GO:0055114
Solyc04g072030.1	GO:0003676
Solyc05g012510.3	GO:0005975
Solyc11g044450.2	GO:0005515; GO:0008270
Solyc08g062220.3	GO:0006886; GO:0016192; GO:0030117
Solyc12g013500.2	GO:0005730
Solyc02g032930.3	GO:0003824; GO:0009058; GO:0030170
Solyc09g008205.1	GO:0006950; GO:0009415
Solyc08g083370.3	GO:0000160
Solyc10g086250.2	GO:0016491; GO:0055114
Solyc10g078390.2	GO:0042626
Solyc08g006820.3	GO:0003676
Solyc04g007450.3	GO:0003824; GO:0005524
Solyc02g088395.1	GO:0008152; GO:0016597
Solyc11g005990.2	GO:0020037
Solyc05g012230.3	GO:0004553; GO:0005975
Solyc02g091640.3	GO:0003700; GO:0006355
Solyc04g009230.3	GO:0009055; GO:0051536
Solyc07g064690.1	GO:0009579
Solyc05g054860.1	GO:0004190; GO:0006508
Solyc10g008610.1	GO:0008033; GO:0008168
Solyc08g065220.3	GO:0000166
Solyc10g083330.1	GO:0046982
Solyc07g065790.2	GO:0016310; GO:0016772
Solyc08g079420.3	GO:0003677; GO:0046983
Solyc06g049080.3	GO:0046983
Solyc05g053100.3	GO:0005515; GO:0008270
Solyc09g005810.3	GO:0008137; GO:0042773; GO:0055114
Solyc12g096310.2	GO:0003899; GO:0006351; GO:0032549
Solyc06g048410.3	GO:0009055
Solyc06g068050.3	GO:0046983
Solyc06g076790.1	GO:0003677; GO:0003899; GO:0006351
Solyc02g065555.1	GO:0004672; GO:0006468
Solyc10g085030.1	GO:0004729; GO:0006779; GO:0055114
Solyc07g021710.3	GO:0004672; GO:0006468
Solyc02g093630.3	GO:0003333; GO:0015171; GO:0016020
Solyc10g045480.1	GO:0004672; GO:0005524; GO:0006468
Solyc04g079470.3	GO:0016787
Solyc09g082065.1	GO:0004672; GO:0005524; GO:0006468
Solyc08g015690.3	GO:0003676; GO:0008270
Solyc03g114970.3	GO:0000289; GO:0004535
Solyc04g082010.1	GO:0016021; GO:0016485
Solyc01g111750.3	GO:0003824; GO:0005524
Solyc03g120120.3	GO:0004402; GO:0006355; GO:0016573
Solyc09g075780.2	GO:0006511; GO:0031461; GO:0031625
Solyc06g060130.3	GO:0003700; GO:0006355
Solyc01g066770.3	GO:0005787; GO:0006465; GO:0008233; GO:0016021
Solyc11g017010.2	GO:0004190; GO:0006508
Solyc01g110630.3	GO:0008658
Solyc01g087070.3	GO:0009664
Solyc02g070630.3	GO:0004872; GO:0006810; GO:0016020
Solyc01g099385.1	GO:0009055; GO:0015035; GO:0045454
Solyc01g056830.3	GO:0016021; GO:0022857; GO:0055085
Solyc04g050540.3	GO:0016705; GO:0055114
Solyc03g006610.3	GO:0031072; GO:0051082
Solyc06g051950.3	GO:0004525; GO:0006396
Solyc05g046140.3	GO:0005524
Solyc02g084200.2	GO:0046982
Solyc10g006400.3	GO:0004601; GO:0006979; GO:0020037; GO:0055114
Solyc06g048540.3	GO:0009055
Solyc12g042120.2	GO:0005975
Solyc07g006070.1	GO:0009522; GO:0009579; GO:0015979; GO:0016021
Solyc02g086890.3	GO:0016021
Solyc03g112995.1	GO:0004672; GO:0005524; GO:0006468
Solyc05g024370.1	GO:0003723
Solyc10g078410.2	GO:0005524
Solyc12g008350.2	GO:0003677; GO:0046983
Solyc09g009190.3	GO:0000166
Solyc02g065280.3	GO:0003676
Solyc06g065825.1	GO:0004525; GO:0006396
Solyc06g064750.1	GO:0003677
Solyc11g008620.2	GO:0005515
Solyc07g052695.1	GO:0003824
Solyc06g066600.3	GO:0003723
Solyc10g006370.3	GO:0004601; GO:0042744
Solyc01g108570.3	GO:0016021; GO:0022857
Solyc09g005120.3	GO:0003677; GO:0003700; GO:0007165
Solyc02g005210.3	GO:0009744; GO:0043562
Solyc09g005840.1	GO:0016655; GO:0055114
Solyc08g077530.3	GO:0005525
Solyc10g007200.3	GO:0006355
Solyc09g007010.1	GO:0016655; GO:0055114
Solyc02g065400.3	GO:0046872
Solyc03g111160.3	GO:0005488
Solyc01g073710.2	GO:0005524; GO:0005737; GO:0008152; GO:0016301; GO:0016773
Solyc07g008840.3	GO:0000166
Solyc07g052690.3	GO:0000287; GO:0004743; GO:0006096; GO:0030955
Solyc01g079620.3	GO:0046872
Solyc04g082140.3	GO:0004601; GO:0042744
Solyc07g041245.1	GO:0003824; GO:0008152
Solyc11g070060.2	GO:0005524
Solyc12g044900.2	GO:0005524; GO:0006457; GO:0009408; GO:0051082
Solyc00g007220.3	GO:0008171
Solyc07g020860.3	GO:0004672; GO:0005524; GO:0006468
Solyc06g054510.3	GO:0003677
Solyc06g005710.3	GO:0004525; GO:0006396
Solyc05g053250.3	GO:0005515
Solyc09g011920.3	GO:0005875; GO:0007017
Solyc08g083505.1	GO:0003677
Solyc03g123560.3	GO:0006662; GO:0015035; GO:0045454
Solyc05g011850.1	GO:0006508; GO:0008234
Solyc01g111040.3	GO:0004601; GO:0055114
Solyc10g076930.2	GO:0008171
Solyc01g090900.3	GO:0016651; GO:0055114
Solyc08g006510.3	GO:0000723; GO:0003678; GO:0006281
Solyc01g007190.3	GO:0017176
Solyc01g110913.1	GO:0046872
Solyc11g068790.2	GO:0016757
Solyc01g005770.3	GO:0005215; GO:0006857; GO:0016020
