Solyc01g095320.3	GO:0008152; GO:0016787
Solyc01g110600.2	GO:0000398; GO:0005681
Solyc02g082170.2	GO:0009772; GO:0019684; GO:0045156
Solyc10g078740.2	GO:0003824; GO:0046872; GO:0051539
Solyc02g089680.3	GO:0005515
Solyc06g072740.1	GO:0003735; GO:0005622; GO:0005840; GO:0006412
Solyc09g009590.1	GO:0005515
Solyc04g056630.3	GO:0005515; GO:0007165
Solyc04g081460.2	GO:0000289; GO:0004535
Solyc09g075600.2	GO:0043531
Solyc01g098190.3	GO:0003735; GO:0005622; GO:0005840; GO:0006412
Solyc09g098290.3	GO:0004784; GO:0055114
Solyc12g005740.1	GO:0005515
Solyc02g068120.3	GO:0019028
Solyc01g102330.3	GO:0016021; GO:0022857; GO:0055085
Solyc01g106000.3	GO:0015986; GO:0045261; GO:0046933
Solyc09g090760.3	GO:0009055; GO:0015035; GO:0045454
Solyc03g032120.3	GO:0055114
Solyc10g045500.2	GO:0004672; GO:0006468
Solyc09g010480.1	GO:0008152; GO:0016627; GO:0050660; GO:0055114
Solyc06g073270.3	GO:0003735; GO:0005622; GO:0005840; GO:0006412
Solyc04g014990.2	GO:0003824; GO:0050662
Solyc06g048633.1	GO:0009055
Solyc09g009830.3	GO:0008152; GO:0016758
Solyc02g087850.1	GO:0005545; GO:0030136; GO:0030276; GO:0048268
Solyc12g049350.2	GO:0008168
Solyc06g084170.3	GO:0003723
Solyc04g015390.2	GO:0003824; GO:0050662
Solyc12g088460.2	GO:0006869; GO:0008289
Solyc03g006240.3	GO:0004672; GO:0005524; GO:0006468
Solyc12g005150.2	GO:0000160; GO:0004871
Solyc07g022900.3	GO:0000723; GO:0003678; GO:0006281
Solyc09g011980.1	GO:0007017; GO:0030286
Solyc09g010440.3	GO:0003995; GO:0055114
Solyc08g005650.3	GO:0004386; GO:0005524
Solyc12g009150.2	GO:0000166; GO:0006418
Solyc09g009420.1	GO:0005515; GO:0007165
Solyc04g081970.3	GO:0016705; GO:0055114
Solyc11g042630.2	GO:0046983
Solyc10g082050.1	GO:0046982
Solyc08g068270.3	GO:0007165
Solyc08g076720.3	GO:0005975
Solyc11g006290.2	GO:0004672; GO:0005524; GO:0006468
Solyc03g114850.3	GO:0046983
Solyc10g007600.3	GO:0003824
Solyc03g070390.3	GO:0003824; GO:0008152
Solyc01g108600.3	GO:0000160
Solyc08g067160.3	GO:0006457; GO:0016272
Solyc01g021670.3	GO:0009555
Solyc09g030450.3	GO:0006355
Solyc01g094220.3	GO:0008137; GO:0055114
Solyc06g076040.3	GO:0003677; GO:0003899; GO:0006351
Solyc01g099920.3	GO:0016020; GO:0016760; GO:0030244
Solyc09g072590.3	GO:0005515
Solyc02g069290.3	GO:0016763
Solyc02g067690.3	GO:0016021; GO:0055085
Solyc01g058540.3	GO:0004422; GO:0005737; GO:0006166
Solyc07g006890.1	GO:0003723
Solyc09g091060.3	GO:0004672; GO:0006468
Solyc09g072990.3	GO:0055085
Solyc11g005790.2	GO:0003824
Solyc07g056430.3	GO:0016787
Solyc03g112280.3	GO:0015743
Solyc02g085005.1	GO:0016820
Solyc04g016230.3	GO:0004672; GO:0005524; GO:0006468
Solyc05g047590.3	GO:0004185; GO:0006508
Solyc06g084180.3	GO:0043531
Solyc06g073190.3	GO:0006412
Solyc03g114540.2	GO:0016209; GO:0016491; GO:0055114
Solyc02g077330.3	GO:0004672; GO:0006468
Solyc08g066670.3	GO:0003735; GO:0005622; GO:0005840; GO:0006412
Solyc12g006510.2	GO:0005515
Solyc08g041700.1	GO:0004553; GO:0005975
Solyc06g082120.3	GO:0003677; GO:0003899; GO:0006351
Solyc10g084690.2	GO:0003677; GO:0046983
Solyc11g067270.1	GO:0005515
Solyc01g065500.3	GO:0004672; GO:0006468
Solyc07g054145.1	GO:0003676
Solyc03g082440.1	GO:0004672; GO:0005524; GO:0006468
Solyc08g083060.3	GO:0005515
Solyc06g076630.3	GO:0003899; GO:0006351; GO:0032549
Solyc05g055567.1	GO:0004144
Solyc12g099190.1	GO:0046982
Solyc01g105070.3	GO:0006508; GO:0008233
Solyc09g061890.3	GO:0007165
Solyc03g121420.3	GO:0000123
Solyc09g075810.3	GO:0006511; GO:0031625
Solyc03g082720.3	GO:0005515
Solyc06g054490.3	GO:0004672; GO:0006468
Solyc10g085285.1	GO:0046982
Solyc07g005900.3	GO:0006412
Solyc09g082720.3	GO:0046983
Solyc04g016480.3	GO:0005385; GO:0016021; GO:0071577
Solyc03g120790.1	GO:0005515
Solyc06g083650.3	GO:0003677; GO:0003899; GO:0006351
Solyc05g055590.2	GO:0009521; GO:0009767; GO:0016020; GO:0016168; GO:0019684
Solyc01g108630.3	GO:0000160; GO:0003677; GO:0006355
Solyc11g011300.2	GO:0005524
Solyc01g107830.3	GO:0016491
Solyc01g081270.2	GO:0000723; GO:0003678; GO:0006281
Solyc12g089130.2	GO:0006779; GO:0008168; GO:0055114
Solyc07g064410.1	GO:0016020; GO:0016192
Solyc03g116100.3	GO:0048037
Solyc09g011810.3	GO:0008152; GO:0016746
Solyc11g011970.2	GO:0008270
Solyc03g026110.3	GO:0006629
Solyc12g006980.1	GO:0016817
Solyc06g008580.3	GO:0008152; GO:0016491; GO:0055114
Solyc03g006160.1	GO:0009966
Solyc04g007767.1	GO:0003735; GO:0005622; GO:0005840; GO:0006412
Solyc09g059675.1	GO:0003824; GO:0050662
Solyc01g006780.3	GO:0004672; GO:0006468
Solyc12g044290.2	GO:0004672; GO:0006468
Solyc04g077030.3	GO:0046872
Solyc01g005690.3	GO:0005975
Solyc04g064630.3	GO:0005507; GO:0016491; GO:0055114
Solyc05g026240.2	GO:0000413; GO:0003755; GO:0006457
Solyc03g123550.1	GO:0045454
Solyc07g063860.3	GO:0003676; GO:0008270
Solyc03g065250.3	GO:0005515
Solyc07g064270.3	GO:0016020
Solyc02g070970.1	GO:0016747
Solyc01g094700.3	GO:0006189
Solyc08g062970.1	GO:0004335; GO:0005524; GO:0006012; GO:0046835
Solyc03g006760.3	GO:0005525
Solyc01g107860.3	GO:0004764; GO:0019632; GO:0050661; GO:0055114
Solyc05g051850.3	GO:0003676
Solyc04g082630.3	GO:0003677
Solyc07g042440.3	GO:0006281
Solyc04g082640.3	GO:0003700; GO:0006355
Solyc02g020940.3	GO:0003677
Solyc05g053020.3	GO:0005515
Solyc03g043850.3	GO:0005515
Solyc04g076950.3	GO:0005515
Solyc08g067960.3	GO:0007165
Solyc10g080500.2	GO:0005515; GO:0008270
Solyc07g055320.3	GO:0003723; GO:0033897
Solyc03g083910.4	GO:0051259
Solyc01g067730.3	GO:0003924; GO:0005525
Solyc01g110360.3	GO:0009294
Solyc07g005440.1	GO:0004802
Solyc12g098600.1	GO:0003677
Solyc12g098340.2	GO:0003676
Solyc05g050830.2	GO:0006511; GO:0031625
Solyc02g086930.3	GO:0003676
Solyc03g114090.1	GO:0005515
Solyc02g090505.1	GO:0005507; GO:0016491; GO:0055114
Solyc03g119540.3	GO:0005506; GO:0016705; GO:0020037; GO:0055114
Solyc03g116770.3	GO:0005524
Solyc11g066270.2	GO:0005515
Solyc02g067010.3	GO:0016020; GO:0055114
Solyc02g091100.3	GO:0000287; GO:0016616; GO:0051287; GO:0055114
Solyc01g094370.3	GO:0005524
Solyc06g064680.1	GO:0003700; GO:0006355
Solyc02g084010.1	GO:0005515
Solyc08g016170.3	GO:0003677
Solyc03g033660.3	GO:0004674
Solyc04g053010.1	GO:0004672; GO:0005524; GO:0006468
Solyc01g010270.3	GO:0006508; GO:0008234
Solyc07g062740.3	GO:0005515
Solyc05g051570.3	GO:0005506; GO:0016705; GO:0020037; GO:0055114
Solyc00g009140.3	GO:0003723
Solyc01g081640.3	GO:0046872
Solyc08g066610.3	GO:0004601; GO:0006979; GO:0020037; GO:0055114
Solyc07g006680.1	GO:0015018; GO:0016020
Solyc07g049690.3	GO:0006614; GO:0008312; GO:0048500
Solyc03g116225.1	GO:0009058; GO:0030170
Solyc03g083100.3	GO:0006457; GO:0051087
Solyc11g017390.2	GO:0004190; GO:0006508
Solyc01g059950.1	GO:0009116
Solyc04g064890.3	GO:0055114
Solyc03g063110.3	GO:0016491; GO:0055114
Solyc01g095720.3	GO:0005515; GO:0008270
Solyc02g083760.3	GO:0003677; GO:0006355
Solyc02g069930.1	GO:0055114
Solyc06g071750.3	GO:0006904; GO:0016192
Solyc11g011760.2	GO:0005524
Solyc01g098520.3	GO:0003676; GO:0004519
Solyc04g015270.3	GO:0003824; GO:0050662
Solyc03g111710.3	GO:0004842; GO:0016567
Solyc06g083860.2	GO:0003735; GO:0006412; GO:0015935
Solyc09g089580.3	GO:0003676; GO:0005524; GO:0005634; GO:0006338; GO:0016818
Solyc03g025740.3	GO:0004601; GO:0006979; GO:0020037; GO:0055114
Solyc01g098500.3	GO:0005840
Solyc12g044950.2	GO:0006457; GO:0051082
Solyc04g071620.3	GO:0003700
Solyc10g011730.3	GO:0005618; GO:0030599; GO:0042545
Solyc06g070990.3	GO:0008270
Solyc05g006340.3	GO:0016702; GO:0046872; GO:0055114
Solyc12g009400.2	GO:0006605; GO:0006886; GO:0016020
Solyc10g080670.2	GO:0005515; GO:0008270
Solyc12g044250.2	GO:0055114
Solyc02g086463.1	GO:0004672; GO:0005524; GO:0006468
Solyc11g008530.2	GO:0004553; GO:0005975
Solyc04g054257.1	GO:0004672; GO:0006468
Solyc06g084760.2	GO:0000723; GO:0003678; GO:0006281
Solyc05g055570.2	GO:0004144; GO:0045017
Solyc04g010290.3	GO:0003677; GO:0016602
Solyc09g008560.3	GO:0000723; GO:0003678; GO:0006281
Solyc01g090790.3	GO:0008137; GO:0055114
Solyc12g009410.2	GO:0016020; GO:0017038
Solyc12g099430.2	GO:0000786; GO:0003677
Solyc09g007490.3	GO:0003824
Solyc01g088090.3	GO:0004332; GO:0006096
Solyc04g040210.3	GO:0003676
Solyc02g065220.3	GO:0004650; GO:0005975
Solyc04g079480.2	GO:0005849; GO:0031124
Solyc04g081870.3	GO:0003676
Solyc11g008140.2	GO:0003677
Solyc12g042470.2	GO:0005975
Solyc05g025870.3	GO:0003735; GO:0006412; GO:0015935
Solyc08g080140.3	GO:0000165; GO:0000977; GO:0045944
Solyc02g082770.3	GO:0005515
Solyc04g081890.1	GO:0005506; GO:0016705; GO:0020037; GO:0055114
Solyc04g050950.3	GO:0016705; GO:0055114
Solyc11g007590.2	GO:0008270
Solyc01g094360.3	GO:0003735; GO:0005622; GO:0005840; GO:0006412
Solyc06g068950.3	GO:0004601; GO:0055114
Solyc07g062060.3	GO:0004356; GO:0006807
Solyc08g060920.3	GO:0003723; GO:0043631
Solyc01g091640.3	GO:0005515; GO:0008270
Solyc01g067930.3	GO:0000723; GO:0003678; GO:0006281
Solyc02g078660.3	GO:0005576
Solyc05g053310.3	GO:0005515
Solyc06g053950.2	GO:0003677; GO:0003918; GO:0005524; GO:0006265
Solyc09g009260.3	GO:0003676
Solyc06g048640.1	GO:0005515
Solyc12g009350.1	GO:0005524; GO:0006605; GO:0006886
Solyc12g056620.2	GO:0005634
Solyc06g009190.3	GO:0004525; GO:0006396
Solyc12g099600.2	GO:0046982
Solyc01g094085.1	GO:0005525
Solyc12g094380.2	GO:0005515
Solyc02g079790.3	GO:0004177; GO:0005737; GO:0008235; GO:0019538; GO:0030145
Solyc02g087410.3	GO:0010411; GO:0016762; GO:0042546
Solyc06g069530.3	GO:0005515
Solyc03g123630.3	GO:0045454
Solyc12g098320.2	GO:0048312
Solyc09g063140.3	GO:0003777; GO:0005524; GO:0007018; GO:0008017
Solyc11g069190.2	GO:0003824
Solyc05g006030.3	GO:0016491; GO:0055114
Solyc03g005600.3	GO:0004584; GO:0006506
Solyc03g097700.3	GO:0008152; GO:0016740
Solyc01g096220.3	GO:0003700; GO:0006355
Solyc03g118860.3	GO:0003735; GO:0005622; GO:0005840; GO:0006412
Solyc03g006260.3	GO:0004672; GO:0006468
Solyc01g111280.2	GO:0005515
Solyc04g072850.3	GO:0000166
Solyc02g084420.3	GO:0016841
Solyc11g008680.2	GO:0006457; GO:0051082
Solyc09g007850.3	GO:0003697; GO:1990879
Solyc03g098700.1	GO:0004842; GO:0016567
Solyc09g011390.3	GO:0003824
Solyc08g075270.1	GO:0006355
Solyc10g074870.2	GO:0000398; GO:0005681
Solyc01g106470.3	GO:0005506; GO:0016705; GO:0020037; GO:0055114
Solyc08g080540.3	GO:0000165; GO:0000977; GO:0045944
Solyc09g063015.1	GO:0006950
Solyc04g072020.3	GO:0005509
Solyc12g042830.2	GO:0005515
Solyc03g078150.3	GO:0008152; GO:0016758
Solyc03g013240.3	GO:0005515
Solyc01g010310.3	GO:0042256; GO:0043022
Solyc11g007390.1	GO:0005515
Solyc02g086980.3	GO:0005543
Solyc06g068470.3	GO:0031047
Solyc07g040730.1	GO:0006353
Solyc05g008450.3	GO:0000413; GO:0003755; GO:0006457
Solyc02g091520.3	GO:0016788
Solyc01g103130.2	GO:0030288
Solyc08g076880.3	GO:0005975
Solyc11g045240.2	GO:0008033
Solyc07g053530.1	GO:0005515
Solyc12g088830.2	GO:0004563; GO:0005975
Solyc12g097050.2	GO:0031072; GO:0051082
Solyc07g054120.2	GO:0005515
Solyc09g007880.1	GO:0005515
Solyc01g099160.3	GO:0016020; GO:0016760; GO:0030244
Solyc07g043320.3	GO:0004842; GO:0016567
Solyc02g084430.3	GO:0005524; GO:0006810; GO:0016021; GO:0042626; GO:0055085
Solyc07g056140.3	GO:0005507
Solyc07g007930.3	GO:0008137; GO:0055114
Solyc12g095980.2	GO:0003899
Solyc02g089630.3	GO:0016787
Solyc11g011580.2	GO:0004722; GO:0006470
Solyc09g083130.3	GO:0046872
Solyc10g008660.2	GO:0003824; GO:0050662
Solyc02g094220.2	GO:0016765
Solyc03g112580.3	GO:0004674; GO:0005524
Solyc05g005480.2	GO:0003729; GO:0005849; GO:0006378
Solyc05g010030.3	GO:0005524
Solyc09g065240.3	GO:0030001; GO:0046872
Solyc08g068520.3	GO:0004601; GO:0006979; GO:0020037; GO:0055114
Solyc09g091990.3	GO:0005525
Solyc05g055563.1	GO:0009521; GO:0009767; GO:0016020; GO:0016168; GO:0019684
Solyc03g117810.3	GO:0005794; GO:0010411; GO:0016413
Solyc01g106460.3	GO:0005515
Solyc03g116760.3	GO:0004672; GO:0006468
Solyc11g012190.2	GO:0045454
Solyc08g060940.1	GO:0004652; GO:0005634; GO:0043631
Solyc10g085950.2	GO:0016757
Solyc08g079530.3	GO:0000165; GO:0000977; GO:0045944
Solyc06g005470.3	GO:0004525; GO:0006396
Solyc12g056860.2	GO:0051287
Solyc03g044060.3	GO:0016702; GO:0046872; GO:0055114
Solyc12g057100.2	GO:0005509; GO:0005544
Solyc01g073640.3	GO:0043169
Solyc01g111010.3	GO:0004601; GO:0042744
Solyc09g013080.3	GO:0003924; GO:0005525
Solyc07g008360.2	GO:0004222; GO:0006508; GO:0016020
Solyc07g065860.3	GO:0004857
Solyc04g011400.3	GO:0003700; GO:0006355
Solyc06g005230.2	GO:0004525; GO:0006396
Solyc11g018510.2	GO:0004190; GO:0006508
Solyc03g120290.3	GO:0005515
Solyc02g088517.1	GO:0003942; GO:0005737; GO:0008652; GO:0016620; GO:0046983; GO:0055114
Solyc01g105060.3	GO:0016747
Solyc01g060490.3	GO:0004672; GO:0005524; GO:0006468
Solyc05g052610.3	GO:0004672; GO:0006468
Solyc09g063150.3	GO:0006508; GO:0008234
Solyc01g095700.3	GO:0006729; GO:0008124
Solyc06g062460.3	GO:0003677
Solyc02g085170.3	GO:0016614; GO:0050660; GO:0055114
Solyc12g010110.2	GO:0004497; GO:0005506; GO:0016705; GO:0020037; GO:0055114
Solyc03g026050.3	GO:0000148; GO:0003843; GO:0006075; GO:0016020
Solyc09g007030.3	GO:0008137; GO:0042773; GO:0055114
Solyc04g079350.1	GO:0005515
Solyc11g072310.2	GO:0004672; GO:0005524; GO:0006468
Solyc12g042460.2	GO:0004553; GO:0005975
Solyc08g061270.1	GO:0016021; GO:0055085
Solyc03g116570.3	GO:0005524
Solyc08g075540.4	GO:0006355; GO:0009585; GO:0009881; GO:0017006; GO:0042803
Solyc08g063000.3	GO:0005524
Solyc03g006860.3	GO:0004842; GO:0008270; GO:0016567
Solyc05g012010.3	GO:0008152; GO:0016597
Solyc02g071120.3	GO:0016747
Solyc10g050110.1	GO:0005524
Solyc04g082930.2	GO:0003700; GO:0006355; GO:0043565
Solyc10g074550.2	GO:0016021; GO:0055085
Solyc02g064970.3	GO:0003677; GO:0006310; GO:0015074
Solyc09g090900.3	GO:0005515
Solyc09g010390.2	GO:0008152; GO:0016758
Solyc08g005490.3	GO:0004386; GO:0005524
Solyc09g065390.1	GO:0005515
Solyc02g083280.3	GO:0005506; GO:0016705; GO:0020037; GO:0055114
Solyc12g057010.2	GO:0003735; GO:0005840; GO:0006412
Solyc12g055800.3	GO:0004190; GO:0006508
Solyc03g123430.3	GO:0016021; GO:0022857; GO:0055085
Solyc09g011990.1	GO:0005488
Solyc04g080435.1	GO:0004672; GO:0006468
Solyc05g012780.3	GO:0016021; GO:0071705
Solyc02g078380.3	GO:0003676
Solyc01g104070.3	GO:0008270
Solyc01g105620.3	GO:0004871; GO:0007165; GO:0016021
Solyc12g098810.2	GO:0046982
Solyc10g081510.2	GO:0008418
Solyc06g068130.3	GO:0005515
Solyc09g011190.1	GO:0004857
Solyc10g086520.2	GO:0003677
Solyc03g115230.3	GO:0008270
Solyc01g005010.3	GO:0008152; GO:0016758
Solyc01g111630.3	GO:0009116
Solyc06g081980.1	GO:0003677; GO:0003899; GO:0006351
Solyc08g075260.1	GO:0005515
Solyc10g005690.3	GO:0003676; GO:0005634; GO:0008270
Solyc03g111120.3	GO:0004842; GO:0016567
Solyc05g007470.3	GO:0009055; GO:0015035; GO:0045454
Solyc09g089730.3	GO:0005524
Solyc03g007030.3	GO:0005515; GO:0008270
Solyc04g053000.1	GO:0006351; GO:0043565
Solyc03g005760.1	GO:0003723
Solyc06g049050.3	GO:0003676
Solyc07g049730.3	GO:0006614
Solyc03g120420.3	GO:0004672; GO:0005524; GO:0006468
Solyc03g120090.1	GO:0003712; GO:0004402; GO:0005634; GO:0006355; GO:0008270
Solyc10g083580.2	GO:0004672; GO:0005524; GO:0006468
Solyc01g112090.3	GO:0008759; GO:0009245
Solyc08g066800.3	GO:0003676
Solyc10g051200.2	GO:0003677; GO:0004518; GO:0006259
Solyc04g071930.3	GO:0000989; GO:0005634
Solyc04g081090.3	GO:0016628; GO:0055114
Solyc02g091690.3	GO:0004842; GO:0016567
Solyc02g084640.3	GO:0004672; GO:0005524; GO:0006468
Solyc03g025870.3	GO:0000148; GO:0003843; GO:0006075; GO:0016020
Solyc02g080540.1	GO:0005975
Solyc04g079050.2	GO:0051537
Solyc01g010360.3	GO:0005515
Solyc02g087190.1	GO:0004553; GO:0005975
Solyc09g011710.3	GO:0003677; GO:0046983
Solyc10g079230.3	GO:0006777; GO:0019008; GO:0051539
Solyc02g086990.3	GO:0005545; GO:0030136; GO:0030276; GO:0048268
Solyc11g007270.2	GO:0003677; GO:0005524; GO:0006260
Solyc04g026020.3	GO:0016020; GO:0030001; GO:0046873; GO:0055085
Solyc10g081730.2	GO:0005515
Solyc02g090840.3	GO:0005515
Solyc05g010810.1	GO:0005249; GO:0006813; GO:0016020
Solyc04g072050.3	GO:0005515
Solyc06g076450.3	GO:0016655; GO:0055114
Solyc03g006430.3	GO:0005524
Solyc01g100920.3	GO:0019239
Solyc03g032040.3	GO:0016491
Solyc01g005220.3	GO:0005488
Solyc06g072865.1	GO:0005524
Solyc09g074210.3	GO:0003677
Solyc12g008380.1	GO:0000165; GO:0000977; GO:0045944
Solyc02g092470.3	GO:0005515
Solyc06g049030.3	GO:0008270
Solyc10g005200.3	GO:0008270
Solyc11g071205.1	GO:0006090; GO:0050242
Solyc02g086970.3	GO:0046872
Solyc01g065960.2	GO:0005515
Solyc03g116740.3	GO:0004672; GO:0005524; GO:0006468
Solyc03g078400.3	GO:0004672; GO:0005524; GO:0006468
Solyc06g068680.3	GO:0004601; GO:0006979; GO:0020037; GO:0055114
Solyc01g066510.2	GO:0046856
Solyc06g065910.3	GO:0004525; GO:0006396
Solyc06g059850.2	GO:0003677
Solyc07g065900.3	GO:0005618; GO:0030599; GO:0042545
Solyc12g009800.2	GO:0004672; GO:0005524; GO:0006468
Solyc02g085100.3	GO:0016491; GO:0055114
Solyc03g026220.3	GO:0005215; GO:0006810; GO:0016020
Solyc09g074740.2	GO:0006511; GO:0031625
Solyc11g065520.1	GO:0016787
Solyc01g109810.2	GO:0016788
Solyc04g078040.3	GO:0005506; GO:0016491; GO:0055114
Solyc09g089740.3	GO:0031491; GO:0043044
Solyc10g076510.2	GO:0003677
Solyc12g007060.1	GO:0000165; GO:0000977; GO:0045944
Solyc09g007790.1	GO:0004722; GO:0006470
Solyc11g064957.1	GO:0005515
Solyc06g076150.3	GO:0009522; GO:0009579; GO:0015979; GO:0016021
Solyc04g014680.3	GO:0000724; GO:0005657; GO:0006281; GO:0033063
Solyc09g005320.3	GO:0003723
Solyc02g087770.3	GO:0005488
Solyc10g085400.2	GO:0004650; GO:0005975
Solyc01g068450.3	GO:0003824
Solyc04g015520.3	GO:0003951; GO:0006741; GO:0008152
Solyc08g005150.3	GO:0055085
Solyc04g009030.3	GO:0005524
Solyc10g084280.2	GO:0005975
Solyc07g065735.1	GO:0005515
Solyc07g054080.2	GO:0004222; GO:0006508; GO:0016020
Solyc06g065920.3	GO:0004525; GO:0006396
Solyc04g005080.3	GO:0004152; GO:0006207; GO:0055114
Solyc06g006090.1	GO:0004525; GO:0006396
Solyc02g089620.3	GO:0005515
Solyc10g024420.2	GO:0005515
Solyc01g096660.3	GO:0016491; GO:0055114
Solyc05g051220.3	GO:0005576
Solyc01g008920.3	GO:0004722; GO:0006470
Solyc09g065260.2	GO:0006810
Solyc06g071230.3	GO:0016491; GO:0055114
Solyc05g052970.3	GO:0003676
Solyc11g066820.2	GO:0004356; GO:0006542; GO:0006807
Solyc02g063420.3	GO:0005524
Solyc08g079180.3	GO:0005515
Solyc04g045470.3	GO:0004553; GO:0005975
Solyc02g088240.3	GO:0003824; GO:0005992
Solyc11g011340.2	GO:0042393
Solyc09g015155.1	GO:0055114
Solyc10g083700.3	GO:0005975
Solyc04g054430.2	GO:0005509
Solyc07g007660.1	GO:0006511
Solyc09g091470.3	GO:0016020; GO:0016760; GO:0030244
Solyc01g049650.3	GO:0016020; GO:0022891; GO:0055085
Solyc01g066020.2	GO:0003676
Solyc03g078360.1	GO:0004386
Solyc10g051340.2	GO:0004672; GO:0005524; GO:0006468
Solyc03g020070.3	GO:0004601; GO:0006979; GO:0020037; GO:0055114
Solyc08g074960.3	GO:0004672; GO:0005524; GO:0006468
Solyc01g102660.3	GO:0003700; GO:0006355
Solyc09g011590.3	GO:0003824
Solyc05g008110.3	GO:0016810
Solyc05g050010.3	GO:0030570
Solyc05g056030.3	GO:0008152; GO:0016491; GO:0016620; GO:0055114
Solyc01g111200.3	GO:0009294
Solyc01g079780.3	GO:0006306
Solyc07g041735.1	GO:0003677; GO:0006352
Solyc06g053960.3	GO:0003677; GO:0003918; GO:0006265
Solyc08g078300.3	GO:0003824; GO:0008152
Solyc06g083070.3	GO:0003899; GO:0006351; GO:0046983
Solyc08g081890.3	GO:0003677; GO:0046983
Solyc03g115640.3	GO:0003924
Solyc03g025850.3	GO:0003676; GO:0005524
Solyc02g066960.3	GO:0004427; GO:0009678; GO:0015992; GO:0016020
Solyc07g042480.3	GO:0003677
Solyc07g018250.1	GO:0005737; GO:0042026
Solyc08g080130.3	GO:0003677; GO:0046983
Solyc06g075080.3	GO:0009522; GO:0009579; GO:0015979; GO:0016021
Solyc07g066600.3	GO:0003777; GO:0005524; GO:0007018
Solyc03g110930.3	GO:0005488
Solyc08g044260.3	GO:0016491; GO:0055114
Solyc02g076670.3	GO:0003735; GO:0005840; GO:0006412
Solyc04g071060.2	GO:0005524
Solyc04g080840.2	GO:0005524
Solyc03g116200.2	GO:0005515
Solyc06g084045.1	GO:0016846
Solyc06g083110.2	GO:0006351; GO:0046983
Solyc07g053130.3	GO:0008152; GO:0016758
Solyc02g086467.1	GO:0004672; GO:0006468
Solyc03g112500.3	GO:0004672
Solyc06g050130.3	GO:0005215; GO:0005743; GO:0006810; GO:0055085
Solyc06g068900.3	GO:0004601; GO:0042744
Solyc01g088560.3	GO:0004129; GO:0016020; GO:0022904
Solyc04g050170.3	GO:0005506; GO:0016705; GO:0020037; GO:0055114
Solyc06g011350.3	GO:0004525; GO:0006396
Solyc01g006170.3	GO:0052866
Solyc04g008960.3	GO:0004672; GO:0006468
Solyc12g006490.2	GO:0016021; GO:0022857; GO:0055085
Solyc08g082980.2	GO:0006355; GO:0008270
Solyc12g014570.2	GO:0004553; GO:0005975
Solyc11g017250.2	GO:0004190; GO:0006508
Solyc03g117300.3	GO:0005525
Solyc04g071680.2	GO:0003677
Solyc12g042380.2	GO:0005975
Solyc09g090970.3	GO:0004672; GO:0005524; GO:0006468
Solyc03g025830.3	GO:0004601; GO:0055114
Solyc03g093690.3	GO:0005515
Solyc10g081320.1	GO:0007049; GO:0017053
Solyc03g053060.2	GO:0004672; GO:0005524; GO:0006468
Solyc01g006130.3	GO:0042578
Solyc01g095180.2	GO:0005737; GO:0006518; GO:0008270; GO:0045148
Solyc05g026550.3	GO:0003755; GO:0006457
Solyc04g050620.3	GO:0005515
Solyc07g005895.1	GO:0006355
Solyc02g088920.3	GO:0005515
Solyc11g013830.2	GO:0004190; GO:0006508
Solyc06g008790.3	GO:0004525; GO:0006396
Solyc02g078670.3	GO:0000165; GO:0000977; GO:0045944
Solyc09g009670.3	GO:0004650; GO:0005975
Solyc05g050280.3	GO:0005741; GO:0055085
Solyc10g006230.3	GO:0004601; GO:0042744
Solyc01g094750.3	GO:0005096
Solyc01g094720.3	GO:0005506; GO:0006633; GO:0016491; GO:0055114
Solyc11g042640.2	GO:0030001; GO:0046872
Solyc01g100850.3	GO:0004650; GO:0005975
Solyc12g010950.2	GO:0009790
Solyc03g118850.3	GO:0006412
Solyc11g010430.2	GO:0003676
Solyc11g072710.2	GO:0005524
Solyc03g096980.1	GO:0016020; GO:0016192
Solyc07g005720.3	GO:0005506; GO:0016705; GO:0020037; GO:0055114
Solyc07g007770.2	GO:0006511
Solyc10g055390.2	GO:0016787
Solyc12g096900.2	GO:0005524; GO:0006457; GO:0009408; GO:0051082
Solyc02g087830.3	GO:0005543
Solyc09g092310.1	GO:0006351; GO:0007049; GO:0017053
Solyc02g071160.3	GO:0005515; GO:0008270
Solyc12g009880.1	GO:0005515
Solyc10g078160.2	GO:0008152; GO:0016787
Solyc05g005490.3	GO:0016787
Solyc06g060530.1	GO:0003700
Solyc01g111620.3	GO:0003999; GO:0005737; GO:0006168
Solyc01g094210.2	GO:0016787
Solyc02g079290.3	GO:0004725; GO:0016311; GO:0016791
Solyc05g052600.3	GO:0004672; GO:0005524; GO:0006468
Solyc04g074070.2	GO:0003700; GO:0006355; GO:0043565
Solyc05g010140.3	GO:0004014
Solyc09g075140.3	GO:0006511; GO:0031625
Solyc12g005350.2	GO:0000786; GO:0003677
Solyc08g061250.3	GO:0016021; GO:0022857; GO:0055085
Solyc02g070790.3	GO:0030288
Solyc02g088610.3	GO:0004073; GO:0009086; GO:0009088; GO:0009089; GO:0009097; GO:0050661; GO:0055114
Solyc05g051960.1	GO:0003677
Solyc04g007980.3	GO:0005515
Solyc07g017510.3	GO:0005488
Solyc04g058110.3	GO:0005515; GO:0008270
Solyc10g076360.1	GO:0016020
Solyc05g053080.2	GO:0003723; GO:0003746; GO:0043022; GO:0045901
Solyc10g084120.2	GO:0005975
