Entry	Gene ontology IDs
Q8LC03	GO:0003700; GO:0005634; GO:0009744; GO:0009965; GO:0043565; GO:0045893; GO:0048826; GO:0080022
Q55DY8	GO:0005381; GO:0005739; GO:0005743; GO:0016021; GO:0048250
Q9SJE8	GO:0009705; GO:0015743; GO:0016021
Q949Z1	GO:0004650; GO:0005576; GO:0005618; GO:0005975; GO:0009831
C0LGU5	GO:0004675; GO:0005524; GO:0005886; GO:0006468; GO:0007639; GO:0015026; GO:0016021; GO:0048653
Q8LC79	GO:0001228; GO:0003700; GO:0005634; GO:0006355; GO:0008270; GO:0009793; GO:0009908; GO:0009909; GO:0009934; GO:0042803; GO:0043565; GO:0045892; GO:0048825
Q9FJT8	GO:0000781; GO:0000790; GO:0005634; GO:0005829; GO:0006348; GO:0010485; GO:0042393; GO:0043967
Q8GT41	GO:0004857; GO:0005576
B8BJ39	GO:0000287; GO:0004743; GO:0005524; GO:0005829; GO:0016301; GO:0030955
O64781	GO:0004674; GO:0005516; GO:0005524; GO:0005886; GO:0006468; GO:0016021; GO:0030246; GO:0045087; GO:0048544
Q6NMB7	GO:0005886; GO:0016021; GO:0022857
P50287	GO:0004067; GO:0005737; GO:0005829; GO:0008798; GO:0033345
O80443	GO:0005576; GO:0016042; GO:0016788
Q944A6	GO:0000266; GO:0004674; GO:0005634; GO:0005737; GO:0005975; GO:0009507; GO:0009569; GO:0009859; GO:0016559; GO:0019887; GO:0019900; GO:0030295; GO:0042149; GO:0045859; GO:0046777; GO:1901982; GO:2000377
Q9LL85	GO:0003697; GO:0003700; GO:0005634; GO:0009507; GO:0043565; GO:0045893; GO:0050832
Q8L9C4	GO:0005783; GO:0005789; GO:0009793; GO:0016020; GO:0016021; GO:0018454; GO:0042761; GO:0045703; GO:0102339; GO:0102340; GO:0102341; GO:0102342
Q9C689	GO:0005634; GO:0006281; GO:0006310; GO:0030915; GO:2001022
O65390	GO:0004175; GO:0004190; GO:0005773; GO:0005829; GO:0006508; GO:0006629; GO:0009506; GO:0009651; GO:0009735; GO:0030163
Q9SGA8	GO:0008194; GO:0043231; GO:0080043; GO:0080044
Q9SJL2	GO:0005507; GO:0030001
Q9FIY7	GO:0003676; GO:0004386; GO:0005524; GO:0005634; GO:0006281; GO:0006325; GO:0008270; GO:0009941
P28643	GO:0004316; GO:0006633; GO:0009507; GO:0051287; GO:0102131; GO:0102132
Q66GR3	GO:0001228; GO:0003677; GO:0003700; GO:0005634; GO:0006355; GO:0046983; GO:0048573
Q94CH6	GO:0005576; GO:0016042; GO:0016298
Q6H7M3	GO:0005507; GO:0005524; GO:0005774; GO:0016021; GO:0019829; GO:0030001
Q9ZWB4	GO:0016747
Q9SA18	GO:0004072; GO:0004412; GO:0005524; GO:0009086; GO:0009088; GO:0009089; GO:0009090; GO:0009507; GO:0009570; GO:0050661
Q8LGN0	GO:0004970; GO:0005262; GO:0005773; GO:0005886; GO:0006816; GO:0008066; GO:0016021; GO:0019722; GO:0071230
Q8W487	GO:0003729; GO:0005739; GO:0005759; GO:0008494; GO:0070131; GO:0097177
Q9LTS3	GO:0005773; GO:0005783; GO:0008131; GO:0009823; GO:0019139; GO:0071949
Q84P24	GO:0005524; GO:0005777; GO:0006744; GO:0016405
Q6X7K0	GO:0003677; GO:0003700; GO:0005634; GO:0005829; GO:0099402
Q9M548	GO:0003677; GO:0003886; GO:0005634; GO:0005654; GO:0006306; GO:0009008; GO:0016458; GO:0050832; GO:0051567
Q9XIW0	GO:0004674; GO:0005524; GO:0005634; GO:0005737; GO:0006468; GO:0009409; GO:0035556
Q10L91	GO:0005634; GO:0005737; GO:0006511; GO:0007275; GO:0008270; GO:0061630; GO:0080148
Q0WVD6	GO:0003676; GO:0005634; GO:0005829; GO:0006355; GO:0008469; GO:0019919; GO:0034969; GO:0035242; GO:0046872
P29162	GO:0005507; GO:0005615; GO:0016491
Q9ZSA7	GO:0002229; GO:0046244; GO:0046872; GO:0051213
O23076	GO:0003677; GO:0005634; GO:0009793
Q6J540	GO:0004497; GO:0005506; GO:0005783; GO:0016021; GO:0016705; GO:0019756; GO:0020037; GO:0031090
Q6YSJ5	GO:0003676; GO:0031047
Q9FGS4	GO:0008047; GO:0008987; GO:0009060; GO:0009435; GO:0009507; GO:0016226; GO:0034628; GO:0042803; GO:0046872; GO:0051176; GO:0051539
Q8VYE4	GO:0015333; GO:0016021; GO:0035673; GO:1904680
Q8VZ48	GO:0004252; GO:0016021; GO:0031966
O48676	GO:0008194; GO:0019761; GO:0042742; GO:0043231; GO:0047251; GO:0052544; GO:0080043; GO:0080044; GO:0102659; GO:0103099; GO:0103100; GO:0103101; GO:0103102; GO:0103103
Q2MHE4	GO:0004672; GO:0004674; GO:0004714; GO:0005524; GO:0005886; GO:0010119; GO:0046777; GO:0071244; GO:0090333; GO:2000030
Q9T0D3	GO:0000978; GO:0003700; GO:0005634; GO:0010200; GO:0034605; GO:0043565; GO:0045892; GO:0061408
Q56XJ7	
Q43585	GO:0000977; GO:0003700; GO:0005634; GO:0045944; GO:0046983
Q9M4A1	GO:0000706; GO:0000737; GO:0003677; GO:0005524; GO:0005634; GO:0005694; GO:0007131; GO:0009553; GO:0009555; GO:0016853; GO:0016889; GO:0042138; GO:0046872; GO:0048316; GO:0051026; GO:0051321
P01076	GO:0004866
Q67UC7	GO:0006813; GO:0015079; GO:0016020; GO:0016021
Q9SYG1	GO:0000302; GO:0005737; GO:0006457; GO:0009408; GO:0009644; GO:0009651; GO:0042542; GO:0043621; GO:0051082; GO:0051259
Q0V865	GO:0005634; GO:0005737; GO:0005783; GO:0009507; GO:0009788; GO:0010922; GO:0019902; GO:0042326; GO:0047485
Q9LFA4	GO:0005634; GO:0005737
P29130	GO:0000155; GO:0006355; GO:0009584; GO:0009585; GO:0009881; GO:0017006; GO:0018298; GO:0042803
Q9ZP54	GO:0003677; GO:0003950; GO:0005634; GO:0005730; GO:0006281; GO:0006302; GO:0006471; GO:0006979; GO:0008270; GO:0009737; GO:0051287; GO:0070212; GO:1990404
C0LGF4	GO:0004674; GO:0005524; GO:0005886; GO:0016021; GO:0030244
Q9SPK4	GO:0004674; GO:0004683; GO:0005516; GO:0005524; GO:0005634; GO:0005737; GO:0009416; GO:0009738; GO:0009931; GO:0018105; GO:0035556; GO:0046777; GO:0046898
Q4PSU4	GO:0000977; GO:0003700; GO:0005634; GO:0007275; GO:0008134; GO:0009559; GO:0043078; GO:0043565; GO:0044212; GO:0045944; GO:0046983
P29196	GO:0005737; GO:0006099; GO:0008964; GO:0015977; GO:0015979
Q9SCU1	GO:0005737; GO:0005886; GO:0007049; GO:0008289; GO:0051301; GO:0071365; GO:1901703
Q9M0M5	GO:0005634; GO:0005737
F4JTB3	GO:0005773; GO:0005774; GO:0006855; GO:0009813; GO:0015297; GO:0016021; GO:0042910
Q84J78	GO:0003697; GO:0005739; GO:0006264; GO:0042645; GO:0051096
Q9M7Z1	GO:0004147; GO:0005737; GO:0005739; GO:0005759; GO:0006633; GO:0008270; GO:0009646; GO:0009744; GO:0016407; GO:0031405; GO:0043617; GO:0043754
Q9XAD5	GO:0006534; GO:0030170; GO:0031071
Q9LPK6	GO:0006631; GO:0016874
B6VJS4	GO:0005829; GO:0008171; GO:0008757; GO:0019438; GO:0046983; GO:0102303
P0DO11	GO:0005634; GO:0005737; GO:0005829; GO:0009737; GO:0009744; GO:0009749; GO:0034097; GO:0042594; GO:0046872; GO:1902074; GO:1905582
Q1G3I2	GO:0005634; GO:0007623; GO:0008270; GO:0009909; GO:0030674
Q9LX14	GO:0009925
Q6V4H0	GO:0008270; GO:0102311
O80942	GO:0003676; GO:0003700; GO:0005634; GO:0006355; GO:0007275; GO:0040008; GO:0046872
Q9FJH8	GO:0005886; GO:0009705; GO:0015112; GO:0015706; GO:0016021; GO:0042128; GO:0071249
Q9FMY3	GO:0004675; GO:0005524; GO:0005886; GO:0006468
Q9LFP6	GO:0005783; GO:0005789; GO:0005886; GO:0009555; GO:0009734; GO:0009926; GO:0010252; GO:0010315; GO:0010329; GO:0016021
Q9ZPS3	GO:0004351; GO:0005516; GO:0005634; GO:0005829; GO:0006538; GO:0030170
Q8GX46	GO:0003677; GO:0003700; GO:0005634; GO:0006355; GO:0009555; GO:0046983; GO:0048658; GO:0052543
Q6NW58	GO:0000226; GO:0000281; GO:0001578; GO:0005524; GO:0005634; GO:0005813; GO:0005819; GO:0005874; GO:0006888; GO:0007032; GO:0007409; GO:0008017; GO:0008089; GO:0008568; GO:0010458; GO:0016021; GO:0016853; GO:0016887; GO:0019896; GO:0021955; GO:0030496; GO:0031117; GO:0031122; GO:0031468; GO:0031965; GO:0032506; GO:0034214; GO:0043014; GO:0043066; GO:0045773; GO:0048471; GO:0048487; GO:0048675; GO:0051013; GO:0051228; GO:0051260; GO:0072593; GO:0090148; GO:1904115
Q93YS4	GO:0005524; GO:0005886; GO:0009414; GO:0010148; GO:0016021; GO:0016887; GO:0042626; GO:0055085
Q9XIP8	GO:0005829; GO:0007338; GO:0009846; GO:0009860; GO:0016740
P09189	GO:0005524
Q94AH9	GO:0000494; GO:0003723; GO:0004540; GO:0005730; GO:0008649; GO:0015030; GO:0016592; GO:0030515; GO:0031167; GO:0031428; GO:0032040; GO:1990258; GO:1990259
Q9SBJ1	GO:0004740; GO:0005524; GO:0005739; GO:0009927; GO:0042803; GO:0046777
Q8LBZ4	GO:0004843; GO:0009507; GO:0016579
Q39688	GO:0005576; GO:0006833; GO:0030246
Q93WJ9	GO:0003700; GO:0005634; GO:0006355; GO:0009943; GO:0009944; GO:0009956; GO:0010051; GO:0010158; GO:0044212; GO:0048440; GO:0048481; GO:1905392
Q9FHZ1	GO:0003700; GO:0005634; GO:0006355; GO:0043565; GO:0048366; GO:0090610
Q9M2G8	GO:0005634; GO:0005737
O22798	GO:0003677; GO:0003700; GO:0005634
O80624	GO:0005886; GO:0009506; GO:0019210
F4J2M6	GO:0003777; GO:0005524; GO:0005871; GO:0005874; GO:0007018; GO:0008017; GO:0016887
Q84MA5	GO:0005313; GO:0005886; GO:0015189; GO:0016020; GO:0016021; GO:0051938
Q8L6Y1	GO:0004197; GO:0004843; GO:0005634; GO:0005829; GO:0006511; GO:0008270; GO:0009793; GO:0016579; GO:0048767
Q9LD90	GO:0000495; GO:0003723; GO:0005730; GO:0005829; GO:0009506; GO:0009982; GO:0031118; GO:0031120; GO:0031429; GO:1990481
Q9LFQ3	GO:0000122; GO:0000785; GO:0003714; GO:0005634; GO:0005829; GO:0016575
Q9C8H3	GO:0000139; GO:0005618; GO:0005737; GO:0005768; GO:0005783; GO:0005789; GO:0005794; GO:0005829; GO:0005886; GO:0009506; GO:0010008; GO:0016021; GO:0016757; GO:0031982; GO:0043229; GO:1902182
Q8CG07	GO:0000731; GO:0003677; GO:0005524; GO:0005634; GO:0005737; GO:0006261; GO:0006282; GO:0008047; GO:0016887; GO:0030174; GO:0043142; GO:0045087; GO:0046872
Q8S4R4	GO:0016117; GO:0016491; GO:0031969; GO:0046608
Q86A88	GO:0003774; GO:0005737; GO:0005868; GO:0005874; GO:0007017; GO:0030286; GO:0045505; GO:0051959; GO:2000582
Q8LL11	GO:0003677; GO:0005634; GO:0009908; GO:0030154
Q9SUN6	GO:0004252; GO:0005576
Q9XIN0	GO:0003677; GO:0003700; GO:0005634; GO:0006355; GO:0010078; GO:0010089; GO:0010479; GO:0045893; GO:0046983; GO:0048364
Q9FXA4	GO:0009814; GO:0016567; GO:0061630
O64647	GO:0003700; GO:0005634; GO:0006355; GO:0008361; GO:0043565; GO:0048364; GO:1900056
Q9SF32	GO:0005516; GO:0005634; GO:0005737; GO:0005874; GO:0008017
Q16QY8	GO:0005576; GO:0005788; GO:0018242; GO:0035251
Q8VYJ2	GO:0003677; GO:0003680; GO:0005634; GO:0005654; GO:0005730; GO:0005737; GO:0005739; GO:0043565; GO:0098687
Q8L3W1	GO:0003677; GO:0005654; GO:0009909; GO:0010048; GO:0043565
P40267	GO:0000786; GO:0003677; GO:0005634; GO:0006334
Q5HZ05	GO:0004805; GO:0005634; GO:0005730; GO:0005992; GO:0046686
Q8GZP5	GO:0005506; GO:0006952; GO:0016125; GO:0016705; GO:0020037; GO:0031408; GO:0046423; GO:0047987; GO:0055114
Q9XI36	GO:0005634; GO:0005829; GO:0008327
Q9FM03	GO:0003677; GO:0003700; GO:0005634; GO:0006355; GO:0010067; GO:0010087; GO:0045893; GO:0046872
Q9SMP0	GO:0003677; GO:0003700; GO:0005634; GO:0006355; GO:0016602; GO:0045893; GO:0046982; GO:2000306
C0LGS2	GO:0004674; GO:0005524; GO:0005886; GO:0016021
C0LGQ5	GO:0004674; GO:0005524; GO:0005886; GO:0006833; GO:0009611; GO:0009793; GO:0016021; GO:0030104; GO:0035987; GO:0042659; GO:0045184; GO:0048226; GO:0051302; GO:0055075; GO:0071555; GO:0090558; GO:0090708; GO:1903224; GO:2000067; GO:2000280
Q9SHI2	GO:0004674; GO:0005524; GO:0005886; GO:0016021
Q38850	GO:0003700; GO:0005634; GO:0010090; GO:0010214; GO:0010468; GO:0030154; GO:0043565; GO:0044212; GO:0048354
P0DMS1	GO:0005886; GO:0051015
Q5XF11	
Q9SP35	GO:0005739; GO:0005741; GO:0005743; GO:0005744; GO:0030150; GO:0031305
Q9FZ24	GO:0005739
Q9SW48	GO:0004575; GO:0005829; GO:0005987; GO:0033926
Q94AR6	GO:0003700; GO:0005634; GO:0006355; GO:0044212; GO:0046872
Q6YJI5	GO:0000049; GO:0004809; GO:0005737; GO:0008168
Q42698	GO:0004161; GO:0004311; GO:0004337; GO:0009507; GO:0016117; GO:0033384; GO:0033386; GO:0045337; GO:0046872
P0DH62	GO:0004672; GO:0005524
F4I3V3	GO:0004674; GO:0005524; GO:0005886; GO:0016021; GO:0030247
A0A1D6F9Y9	GO:0005506; GO:0010333; GO:0016020; GO:0016114; GO:0016709; GO:0020037; GO:0080027
Q3UDE2	GO:0005524; GO:0006464
Q69VD5	GO:0003743; GO:0005737; GO:0019827; GO:0031047; GO:0048366
Q9SCP2	GO:0030570; GO:0031225; GO:0045490; GO:0046872
Q9SN11	GO:0000079; GO:0000307; GO:0005634; GO:0005737; GO:0006468; GO:0010444; GO:0016538; GO:0019901; GO:0044772; GO:0048316; GO:0051301
Q9NG98	GO:0000002; GO:0000724; GO:0003677; GO:0003916; GO:0003917; GO:0005634; GO:0005694; GO:0005739; GO:0006265; GO:0008270; GO:0042246; GO:0048589
Q9SF78	GO:0005576; GO:0016042; GO:0016788
Q6DR24	
O94387	GO:0003723; GO:0004004; GO:0005524; GO:0005634; GO:0005657; GO:0006283; GO:0006399; GO:0008033; GO:0031123; GO:0032575; GO:0033682; GO:0035861; GO:0043141; GO:0045005
Q9LPK5	GO:0005509
Q9QWZ1	GO:0000077; GO:0005654; GO:0005694; GO:0006281; GO:0008408; GO:0008853; GO:0030896; GO:0043231; GO:0051598; GO:0071479
Q9LUV4	GO:0009908; GO:0030154
B7SY83	GO:0009555; GO:0051321
O64815	GO:0016747
O04887	GO:0004857; GO:0005576; GO:0005618; GO:0030599; GO:0042545; GO:0045330; GO:0045490
Q9S7Z8	GO:0005783; GO:0005886; GO:0009416; GO:0009606; GO:0009630; GO:0009734; GO:0009926; GO:0009958; GO:0009986; GO:0010252; GO:0010315; GO:0010329; GO:0012506; GO:0016021; GO:0016328; GO:0048364; GO:0048766; GO:0048767
F4I0N3	GO:0005829; GO:0009903; GO:0009904
Q8RWZ5	GO:0004672; GO:0004674; GO:0005516; GO:0005524; GO:0005886; GO:0006468; GO:0016021; GO:0030246; GO:0031625; GO:0046777
O22468	GO:0005634; GO:0005829; GO:0006325; GO:0080008
Q9FLC8	GO:0005506; GO:0005789; GO:0016021; GO:0020037; GO:0102684
P25776	GO:0004197; GO:0005615; GO:0005764; GO:0051603
O22227	GO:0005737; GO:0005783; GO:0005789; GO:0009658; GO:0010274; GO:0016020; GO:0032541
Q9M1S8	GO:0004180; GO:0004181; GO:0005789; GO:0006508; GO:0009640; GO:0009793; GO:0009908; GO:0010080; GO:0010081; GO:0010082; GO:0010305; GO:0016021; GO:0046872; GO:0048364; GO:0048507
P69781	GO:0003700; GO:0005634; GO:0007275; GO:0007623; GO:0008270; GO:0009416; GO:0043565; GO:0045893; GO:0071555; GO:1905177
O64732	GO:0008194; GO:0043231; GO:0080043; GO:0080044
Q38956	GO:0005773; GO:0005774; GO:0006855; GO:0015297; GO:0016021; GO:0042910
Q25AG3	GO:0004674; GO:0005524; GO:0006952; GO:0016021; GO:0030246
P29503	GO:0000209; GO:0003677; GO:0005634; GO:0005737; GO:0005829; GO:0005886; GO:0007398; GO:0007399; GO:0007419; GO:0007422; GO:0007423; GO:0007476; GO:0007498; GO:0007616; GO:0008104; GO:0008270; GO:0008356; GO:0016360; GO:0030707; GO:0030718; GO:0035204; GO:0045314; GO:0045747; GO:0045807; GO:0046532; GO:0048471; GO:0048749; GO:0051260; GO:0061630; GO:1901981
Q9C635	GO:0000978; GO:0003700; GO:0005634; GO:0005737; GO:0008356; GO:0034605; GO:0043565; GO:0061408
Q8W2X5	GO:0009813; GO:0031418; GO:0045486; GO:0046872
Q9SJR5	GO:0005524; GO:0005634; GO:0006351; GO:0006355; GO:0008285; GO:0009624; GO:0043565; GO:0044212; GO:0048364; GO:0061062
F4JMB8	GO:0030001; GO:0046872
F4JFN3	GO:0005524; GO:0005618; GO:0005739; GO:0005783; GO:0006457; GO:0009570; GO:0048471; GO:0051082
O04017	GO:0003677; GO:0003700; GO:0005634; GO:0010072; GO:0010223; GO:0048366; GO:0090691; GO:0090709
Q6AWY6	GO:0005524; GO:0005634; GO:0006351; GO:0006355; GO:0032502
O82730	GO:0006631; GO:0009247; GO:0009707; GO:0016036; GO:0019374; GO:0035250; GO:0046509
Q9LUM3	GO:0004252; GO:0005576; GO:0016020; GO:0016485
Q9LV66	GO:0005829
Q94AG2	GO:0004675; GO:0004714; GO:0005102; GO:0005524; GO:0005789; GO:0005886; GO:0006468; GO:0007030; GO:0009556; GO:0009742; GO:0009793; GO:0010152; GO:0010227; GO:0016021; GO:0033612; GO:0042802; GO:0046777
Q59536	GO:0004252; GO:0070008
Q39644	
C5FWH1	GO:0000132; GO:0000922; GO:0005737; GO:0005874; GO:0005875; GO:0051012; GO:0051301; GO:0070840
O04491	GO:0005739
Q9C809	GO:0000139; GO:0005783; GO:0005794; GO:0006486; GO:0008378; GO:0016021
O04933	GO:0005986; GO:0016157; GO:0046524
F4HW04	GO:0000166; GO:0000278; GO:0003677; GO:0003887; GO:0006272; GO:0006287; GO:0006297; GO:0008270; GO:0008310; GO:0008622; GO:0010086; GO:0045004; GO:0048046; GO:0048579; GO:0051302; GO:0051539
Q8GWZ6	GO:0005634; GO:0005737; GO:0007017; GO:0007623; GO:0009585; GO:0010017; GO:0042752
Q8VZ10	GO:0000209; GO:0009507; GO:0009534; GO:0009535; GO:0009570; GO:0010196; GO:0016021; GO:0016787; GO:0042651; GO:0043161; GO:0045454; GO:0046872; GO:0061630
P92979	GO:0000103; GO:0009507; GO:0009536; GO:0009570; GO:0009973; GO:0019344; GO:0019419; GO:0033741; GO:0045454; GO:0046872; GO:0051539
O04084	GO:0004185; GO:0005576; GO:0005773; GO:0051603
Q3EDL4	GO:0004674; GO:0004675; GO:0005524; GO:0005886; GO:0006468; GO:0016021; GO:0046777
P32518	GO:0000287; GO:0004170; GO:0006226; GO:0046081
Q0D9R7	GO:0003677; GO:0005634; GO:0006355; GO:0009734
F4I460	GO:0003774; GO:0005516; GO:0005524; GO:0005737; GO:0007015; GO:0016459; GO:0030048; GO:0048767; GO:0051015
O22901	GO:0003677; GO:0003700; GO:0005634; GO:0006355; GO:0030154; GO:0046983; GO:2000280
Q8S2T1	GO:0002094; GO:0005783; GO:0006486; GO:0016094
Q39548	GO:0000287; GO:0009507; GO:0009686; GO:0009899
Q39183	GO:0004672; GO:0004674; GO:0005524; GO:0005634; GO:0005730; GO:0005737; GO:0005886; GO:0006468; GO:0009638; GO:0009734; GO:0010540; GO:0016301
P25011	GO:0000079; GO:0000307; GO:0005634; GO:0005737; GO:0006468; GO:0016538; GO:0019901; GO:0044772; GO:0051301
O66601	GO:0003921; GO:0003922; GO:0005524; GO:0005829; GO:0006177; GO:0006541; GO:0016462
Q54EY2	GO:0003743; GO:0005525; GO:0005851; GO:0006413; GO:0006446
O49814	GO:0005506; GO:0016021; GO:0016117; GO:0016491; GO:0016787; GO:0031969
Q54CD6	GO:0000184; GO:0003723; GO:0004386; GO:0005524; GO:0005634; GO:0005737; GO:0006364
Q9FN30	GO:0004838; GO:0005829; GO:0006572; GO:0010189; GO:0030170
Q8VYR7	GO:0005452; GO:0005768; GO:0005773; GO:0005887; GO:0010036; GO:0015301; GO:0046713; GO:0051453; GO:0080139
Q9LVI4	GO:0005634; GO:0006952; GO:0009611; GO:0009867; GO:0031347; GO:0042802; GO:2000022
Q8GZ81	GO:0005737; GO:0005768; GO:0005794; GO:0005802; GO:0006004; GO:0016021; GO:0016757
Q9XGW1	GO:0005737; GO:0006417; GO:0007275; GO:0009934; GO:0010586; GO:0031047; GO:0035019; GO:0035198; GO:0051607; GO:1902183
Q9SNC3	GO:0005886; GO:0007155; GO:0009651; GO:0009738; GO:0009825; GO:0009897; GO:0010192; GO:0030247; GO:0031225; GO:0046658; GO:0048354
Q1G3T1	GO:0001709; GO:0009408
A2XQE8	GO:0007568; GO:0008234; GO:0009723; GO:0009737; GO:0009739; GO:0010150; GO:0010282; GO:0010623
Q14149	GO:0003723; GO:0005654; GO:0006468; GO:0007569; GO:0008270; GO:0009791; GO:0016032; GO:0016363; GO:0016605; GO:0018105; GO:0048147; GO:0050821; GO:0051457
O80786	GO:0000347; GO:0000727; GO:0003688; GO:0003697; GO:0004386; GO:0005524; GO:0005634; GO:0005737; GO:0006267; GO:0006268; GO:0006270; GO:0042555
Q9MA55	GO:0000062; GO:0005634; GO:0005737; GO:0005829; GO:0006869; GO:0008289; GO:0009416; GO:0009723; GO:0009753
Q94B74	GO:0000210; GO:0005829; GO:0006979; GO:0035529; GO:0046872; GO:0047631; GO:0051287
Q9C7V5	GO:0005739; GO:0009451; GO:0009507; GO:1900864
O04706	GO:0016491; GO:0046872
Q9FGN3	GO:0006511; GO:0016567; GO:0019005; GO:0031146
Q5XVH5	
Q9LRE6	GO:0000166; GO:0003677; GO:0003887; GO:0006261; GO:0006287; GO:0006297; GO:0008296; GO:0043625; GO:0045004; GO:0046872; GO:0051539
Q7XHI9	GO:0001228; GO:0003677; GO:0005634; GO:0046983
Q84JL2	GO:0003826; GO:0003863; GO:0005739; GO:0005947; GO:0009083; GO:0046872
O65499	GO:0003676; GO:0003700; GO:0005634; GO:0006355; GO:0046872; GO:0048235
Q84TE9	GO:0003700; GO:0005634; GO:0006355; GO:0044212; GO:0046872; GO:0048364
Q9LMX7	GO:0005506; GO:0005783; GO:0008284; GO:0016020; GO:0016021; GO:0016709; GO:0020037; GO:0035265; GO:0040009; GO:0046622; GO:0048437
Q9SX73	GO:0005737; GO:0051015
Q54DA8	GO:0005634; GO:0006457; GO:0030544; GO:0045335; GO:0051879
Q42534	GO:0005576; GO:0009505; GO:0030599; GO:0042545; GO:0045330; GO:0045490; GO:0046910
Q9SEZ4	GO:0003677; GO:0003700; GO:0005634; GO:0006355; GO:0007275; GO:0010199
F1MK05	GO:0005789; GO:0016021; GO:0046872; GO:0061630
Q84TF0	GO:0004032; GO:0005634; GO:0005829; GO:0008106; GO:0016491
Q6T7E8	GO:0000287; GO:0004019; GO:0005525; GO:0009507; GO:0044208
Q5XV40	GO:0005634; GO:0005886; GO:0009958; GO:0009959; GO:0016021; GO:0040008; GO:2000012
Q9XI33	GO:0003700; GO:0005634; GO:0009414; GO:0009873; GO:0010143; GO:0010166; GO:0043565
F4IME2	GO:0005886; GO:0006820; GO:0008381; GO:0012505; GO:0016021
O82333	GO:0005737; GO:0009733; GO:0010279; GO:0016881
B6SFA4	GO:0003723; GO:0004386; GO:0005524; GO:0005634; GO:0009553; GO:0009875; GO:0010183
Q39233	GO:0000149; GO:0005484; GO:0005770; GO:0006623; GO:0006886; GO:0006896; GO:0006906; GO:0012505; GO:0016020; GO:0016021; GO:0030140; GO:0031201; GO:0031902; GO:0045324; GO:0048278
Q5JTH9	GO:0003723; GO:0005730; GO:0016021; GO:0031965
O64864	GO:0005886; GO:0006869; GO:0008289; GO:0031225
Q9ZW21	GO:0004722; GO:0004724; GO:0005634; GO:0005829; GO:0009788; GO:0046872
O80763	GO:0005829; GO:0009860; GO:0010183; GO:0045454; GO:0046686; GO:0047134; GO:0080092
F4KAB8	GO:0000347; GO:0000727; GO:0003678; GO:0003688; GO:0003697; GO:0005524; GO:0005634; GO:0006267; GO:0006268; GO:0006270; GO:0042555; GO:0046872; GO:1902969
F4K0A6	GO:0003774; GO:0005516; GO:0005524; GO:0005768; GO:0005886; GO:0006897; GO:0009506; GO:0016459; GO:0030048; GO:0051015
F4I2H7	GO:0000278; GO:0005634; GO:0005654; GO:0005819; GO:0005874; GO:0008017; GO:0009524; GO:0009941; GO:0032147; GO:0051225; GO:0051301; GO:0060236; GO:0090307
Q5HZ09	GO:0005634
Q339N5	GO:0000139; GO:0005794; GO:0005802; GO:0005886; GO:0009833; GO:0016021; GO:0016759; GO:0016760; GO:0030244; GO:0071555
Q38847	GO:0000977; GO:0003677; GO:0003700; GO:0005634; GO:0005737; GO:0009793; GO:0009910; GO:0010047; GO:0010227; GO:0010262; GO:0010629; GO:0042803; GO:0043565; GO:0045487; GO:0045892; GO:0045893; GO:0045944; GO:0048577; GO:0060862; GO:0060867; GO:0071365; GO:2000692
F4JH53	GO:0010569; GO:0080188
Q9LJ44	GO:0003700; GO:0005634; GO:0006355; GO:0008270; GO:0010629; GO:0048579; GO:2000032
Q6PCD5	GO:0000724; GO:0002039; GO:0004842; GO:0005634; GO:0005654; GO:0005737; GO:0006974; GO:0010212; GO:0016567; GO:0016605; GO:0031052; GO:0031297; GO:0031571; GO:0036297; GO:0046872; GO:0090734; GO:0097371; GO:2000001
Q8H102	GO:0001228; GO:0003700; GO:0005634; GO:0005829; GO:0006355; GO:0010119; GO:0044212; GO:0046983
Q38859	GO:0000418; GO:0000419; GO:0001055; GO:0003677; GO:0005665; GO:0046983
F4ICB6	GO:0002229; GO:0004674; GO:0005524; GO:0005886; GO:0042742; GO:1900426; GO:1902290; GO:2000031
Q5JKB0	GO:0000347; GO:0000727; GO:0003678; GO:0003688; GO:0003697; GO:0005524; GO:0005634; GO:0005829; GO:0006267; GO:0006268; GO:0006271; GO:0009555; GO:0042555; GO:0046872; GO:1902975
Q8L899	GO:0004674; GO:0005496; GO:0005524; GO:0005886; GO:0006952; GO:0016021
Q9SHY2	GO:0005886; GO:0016021; GO:0055085
P93050	GO:0004675; GO:0005524; GO:0005886; GO:0006468; GO:0016021
Q9FN69	GO:0001708; GO:0003677; GO:0003700; GO:0005634; GO:0007275; GO:0009867; GO:0009957; GO:0010026; GO:0010091; GO:0031542; GO:0046983
E7DN63	GO:0000250; GO:0005811; GO:0016104; GO:0042300
B8BKI8	GO:0000347; GO:0003677; GO:0004386; GO:0005524; GO:0005829; GO:0006268; GO:0006270; GO:0007049; GO:0009793; GO:0010082; GO:0042127; GO:0042555; GO:0046872; GO:1905775
P96613	GO:0005524; GO:0005737; GO:0007049; GO:0008360; GO:0009252; GO:0047480; GO:0051301; GO:0071555
Q6NRY2	GO:0003723; GO:0005730
Q8S9H7	GO:0003677; GO:0005634; GO:0009908; GO:0048262
Q8LG10	GO:0003700; GO:0005634; GO:0008270; GO:0043565
F4J1Q9	GO:0003333; GO:0005774; GO:0005886; GO:0015171; GO:0016021
Q02439	GO:0005975; GO:0006952; GO:0042973
