Entry	Gene ontology IDs
Q9XEF0	GO:0003677; GO:0003700; GO:0005634; GO:0006355; GO:0046983
Q8LF99	GO:0004553; GO:0005618; GO:0009414; GO:0010411; GO:0016762; GO:0042546; GO:0048046; GO:0071555
Q766C3	GO:0004190; GO:0005576
Q9C7N4	GO:0005618; GO:0009507; GO:0009534; GO:0016042; GO:0016788; GO:0048046
Q9C519	GO:0003700; GO:0005634; GO:0009873; GO:0010200; GO:0016036; GO:0043565; GO:0044212; GO:0045892; GO:0080169
Q84W40	GO:0016021; GO:0016567; GO:0016740; GO:0046872
Q9FIG6	GO:0048046
Q9LX66	GO:0004672; GO:0004674; GO:0005524; GO:0005886; GO:0009506; GO:0009741; GO:0009826; GO:0016021; GO:0046777
Q05537	GO:0000272; GO:0004568; GO:0005615; GO:0006032; GO:0016998; GO:0030247; GO:0050832
Q5XF57	GO:0004675; GO:0005524; GO:0005886; GO:0006468
Q39033	GO:0004435; GO:0004629; GO:0005886; GO:0009553; GO:0009556; GO:0010601; GO:0016042; GO:0032959; GO:0042742; GO:0048015; GO:0048437; GO:0051209
Q9SF32	GO:0005516; GO:0005634; GO:0005737; GO:0005874; GO:0008017
Q42600	GO:0004497; GO:0005506; GO:0005783; GO:0009699; GO:0009809; GO:0010224; GO:0016020; GO:0016021; GO:0016709; GO:0020037
Q9ZUV3	GO:0000139; GO:0005794; GO:0006486; GO:0009834; GO:0010417; GO:0015020; GO:0016021; GO:0071555
Q8GYN9	GO:0005777; GO:0005829; GO:0008935; GO:0009234; GO:0016853; GO:0042372
Q7Y1B6	GO:0003700; GO:0003712; GO:0005634; GO:0009723; GO:0009737; GO:0009740; GO:0009863; GO:0009867; GO:0009938; GO:0010187; GO:0042538; GO:0043565; GO:2000033; GO:2000377
O80919	GO:0000139; GO:0005794; GO:0016021; GO:0016413; GO:0045492; GO:1990538
Q8VZQ2	GO:0003700; GO:0005634; GO:0009733; GO:0010087; GO:0010089; GO:0010119; GO:0010214; GO:0030154; GO:0043565; GO:0044212; GO:0048364
Q38910	GO:0004553; GO:0005618; GO:0005794; GO:0010411; GO:0016762; GO:0042546; GO:0048046; GO:0071555
Q9XIV8	GO:0004601; GO:0005576; GO:0006979; GO:0020037; GO:0042744; GO:0046872
Q9LU91	GO:0005634; GO:0005829; GO:0009788; GO:0016567
O65351	GO:0004252; GO:0005576; GO:0005618; GO:0009505; GO:0010214; GO:0048046; GO:0048359; GO:0080001
Q9T0I5	GO:0005576; GO:0005618
Q2HJ41	GO:0000350; GO:0005682; GO:0016607; GO:0046540; GO:0071021; GO:0071048
Q8S8Q6	GO:0005794; GO:0005886; GO:0009506; GO:0016020; GO:0016021; GO:0050829
Q9FMH8	GO:0004197; GO:0005615; GO:0005764; GO:0005773; GO:0005783; GO:0005829; GO:0009651; GO:0051603
