Entry	Gene ontology IDs
Q93W77	GO:0005198; GO:0005506; GO:0009507; GO:0009570; GO:0016226; GO:0051536
Q10307	GO:0005634; GO:0005739; GO:0005758; GO:0005829; GO:0007005
A1WIS6	GO:0004801; GO:0005737; GO:0005975; GO:0006098
Q55680	GO:0004672; GO:0005524
Q6H7P8	GO:0003677; GO:0008270
Q5P7B8	GO:0003723; GO:0006355
P43286	GO:0003729; GO:0005773; GO:0005886; GO:0005887; GO:0006833; GO:0009414; GO:0009506; GO:0009507; GO:0009737; GO:0015250; GO:0016020; GO:0031625; GO:0034220; GO:0080170
P31531	GO:0009693; GO:0009835; GO:0016847; GO:0030170
P42736	GO:0003677; GO:0003700; GO:0005634; GO:0005737; GO:0005886; GO:0006351; GO:0008219; GO:0009723; GO:0009735; GO:0009753; GO:0009873; GO:0010286; GO:0043565; GO:0045893; GO:0051707
Q9FUR2	GO:0004439; GO:0004445; GO:0009737; GO:0009738; GO:0009845; GO:0032957; GO:0034485; GO:0046855; GO:0046856; GO:0052658; GO:0052659; GO:0090351
Q54P65	GO:0005524
Q9SVM8	GO:0001072; GO:0003690; GO:0003697; GO:0003723; GO:0005507; GO:0005524; GO:0005739; GO:0006970; GO:0009409; GO:0009414; GO:0009631; GO:0009651; GO:0009845; GO:0031564
Q9FY93	GO:0003677; GO:0003700; GO:0005634; GO:0006351; GO:0009651; GO:0009737; GO:0010089; GO:0010150; GO:0016032; GO:0045892
Q9ZPX9	GO:0005509; GO:0010091
P53492	GO:0005200; GO:0005524; GO:0005618; GO:0005730; GO:0005739; GO:0005829; GO:0005856; GO:0005886; GO:0009416; GO:0009506; GO:0009570; GO:0009611; GO:0009733; GO:0009845; GO:0009941; GO:0010053; GO:0048364; GO:0048767; GO:0051301
Q9LUE3	GO:0005887; GO:0008515; GO:0015770; GO:0016021; GO:0051119
P93447	GO:0003746; GO:0005853
Q8RXL7	GO:0005622; GO:0005634; GO:0005783; GO:0007275; GO:0009741; GO:0016021; GO:0016049; GO:0035265
Q9LYC1	GO:0005634; GO:0005737; GO:0009056; GO:0009739; GO:0009939; GO:0010331; GO:0010476; GO:0010629; GO:0016787; GO:0048444; GO:0048530; GO:1905516
Q9M0N8	GO:0000226; GO:0000776; GO:0000923; GO:0000930; GO:0005635; GO:0005640; GO:0005828; GO:0007052; GO:0008274; GO:0009524; GO:0009574; GO:0031021; GO:0033566; GO:0034080; GO:0034508; GO:0042393; GO:0043015; GO:0051415; GO:0051418; GO:0072686; GO:0090307
Q9LSK9	GO:0005886; GO:0016021
Q07090	GO:0005737; GO:0006662; GO:0015035; GO:0045454
Q0ZPV7	GO:0008152; GO:0052689
Q8LEM8	GO:0003723; GO:0003735; GO:0006412; GO:0019843; GO:0022625; GO:0042256; GO:0046872
Q8GW46	GO:0003677; GO:0003700; GO:0005634; GO:0006355; GO:0009944; GO:0046872; GO:1902183; GO:2000024
Q570B4	GO:0005783; GO:0005789; GO:0006633; GO:0009409; GO:0009416; GO:0016020; GO:0016021; GO:0080167; GO:0102336; GO:0102337; GO:0102338
F4HWQ8	GO:0004857; GO:0005618; GO:0005773; GO:0043086
Q9SYG1	GO:0005737; GO:0009408; GO:0009644; GO:0042542
Q9FJN9	GO:0003723; GO:0005737; GO:0016607
Q9M1P7	GO:0005452; GO:0005886; GO:0005887; GO:0015301; GO:0048364; GO:0051453
O95433	GO:0001671; GO:0005783; GO:0005829; GO:0006950; GO:0045296; GO:0051087; GO:0070062
O22823	GO:0003723; GO:0005681; GO:0005737; GO:0006397; GO:0008380
Q9MA15	GO:0004672; GO:0005524; GO:0006995; GO:0009414; GO:0009507; GO:0009644; GO:0009658; GO:0010114; GO:0010287; GO:0050821; GO:0080177; GO:0080183; GO:1902171
Q84VY3	GO:0006633; GO:0009507; GO:0016020; GO:0045300; GO:0046872
Q55874	
Q9SK39	GO:0005496; GO:0005634; GO:0005829; GO:0012505; GO:0016020; GO:0020037
Q8RY82	
Q9SS31	GO:0005509; GO:0005886; GO:0050832
Q8S8F9	GO:0008936; GO:0009737; GO:0019365
O48716	GO:0005634; GO:0005737; GO:0009846
Q8LD26	
Q9FFR9	GO:0005770; GO:0006813; GO:0006885; GO:0015299; GO:0016021
P62981	GO:0003735; GO:0005634; GO:0005840; GO:0006412; GO:0046872
O49884	GO:0003735; GO:0005840; GO:0006412
O80402	GO:0004014; GO:0006557; GO:0006597; GO:0008295
Q9SBQ9	GO:0005506; GO:0005789; GO:0009813; GO:0016021; GO:0016711; GO:0020037
Q93WX6	GO:0001887; GO:0006534; GO:0006790; GO:0009000; GO:0009507; GO:0009570; GO:0010269; GO:0018283; GO:0030170; GO:0031071
P49637	GO:0003735; GO:0005829; GO:0006412; GO:0009506; GO:0016020; GO:0022625; GO:0022626; GO:0042255; GO:0042256; GO:0042788
Q03666	GO:0004364; GO:0009734
Q38879	GO:0004791; GO:0005739; GO:0005829; GO:0005886; GO:0006662; GO:0015035; GO:0016671; GO:0034599; GO:0045454; GO:0047134
Q47J85	GO:0003735; GO:0006412; GO:0015934
Q9SMM9	GO:0005829; GO:0009056; GO:0052689
A6V1D5	GO:0005737; GO:0006412
Q41382	GO:0003723; GO:0004386; GO:0005524; GO:0005634
O49292	GO:0005509; GO:0009507; GO:0009534; GO:0009543; GO:0009570; GO:0009579; GO:0009654; GO:0015979; GO:0019898; GO:0031977
O64862	GO:0000049; GO:0002098; GO:0005737; GO:0016740; GO:0034227
P49215	GO:0000028; GO:0003735; GO:0006412; GO:0022627
Q05466	GO:0003700; GO:0005634; GO:0006351; GO:0008283; GO:0009585; GO:0009641; GO:0009733; GO:0009735; GO:0009826; GO:0010016; GO:0010017; GO:0010218; GO:0042803; GO:0043565; GO:0045892; GO:0048364
P47924	GO:0003935; GO:0005525; GO:0008686; GO:0009231; GO:0009507; GO:0009570; GO:0016020; GO:0046872
O82255	GO:0005737; GO:0009055; GO:0015035; GO:0045454
P58905	GO:0005887; GO:0008519; GO:0015695; GO:0015696; GO:0072488
P54437	GO:0005886; GO:0006810; GO:0016021
P0DKK2	GO:0003735; GO:0005840; GO:0006412; GO:0046872
Q8YE74	GO:0000049; GO:0000287; GO:0004826; GO:0005524; GO:0005737; GO:0006432
Q94BT6	GO:0005634; GO:0005737; GO:0009881; GO:0009908; GO:0016567; GO:0018298; GO:0048511
Q8RWG1	GO:0004672; GO:0005524; GO:0006995; GO:0009414; GO:0009507; GO:0009637; GO:0009767; GO:0010027; GO:0010109; GO:0010114; GO:0010287; GO:0015996; GO:0031540; GO:0080177; GO:0080183; GO:1901562; GO:1902171; GO:1902326; GO:1904143
Q9M8T3	GO:0016746; GO:0080167
Q9FWR5	GO:0004089; GO:0005739; GO:0005747; GO:0009853; GO:0031966; GO:0045271; GO:0046872; GO:0070207
Q2RHN8	GO:0000049; GO:0000287; GO:0004826; GO:0005524; GO:0005737; GO:0006432
Q9LXT3	GO:0003713; GO:0005634; GO:0005730; GO:0005737; GO:0006351; GO:0043565; GO:0045893
Q9UUC8	GO:0003735; GO:0005739; GO:0005762; GO:0032543
Q6R567	GO:0004842; GO:0005789; GO:0006970; GO:0008270; GO:0009409; GO:0009414; GO:0009611; GO:0009723; GO:0016021; GO:0016567; GO:0043161
A8D8X1	GO:0003735; GO:0005840; GO:0006412
Q9FDW1	GO:0000981; GO:0001135; GO:0003700; GO:0005634; GO:0006351; GO:0006357; GO:0009414; GO:0009651; GO:0009723; GO:0009733; GO:0009737; GO:0009738; GO:0009739; GO:0009751; GO:0009753; GO:0010200; GO:0030154; GO:0042742; GO:0043565; GO:0044212; GO:0046686; GO:0050832; GO:2000022; GO:2000031
Q6DUW9	GO:0005615; GO:0010227
Q9LKA5	GO:0005739; GO:0009451; GO:0009507; GO:0016554; GO:0050897; GO:0080156
Q9FVE6	GO:0003676; GO:0005730; GO:0006351; GO:0006355; GO:0009294; GO:0009944; GO:0010162; GO:0016569; GO:0016787; GO:0046872
Q03489	GO:0000165; GO:0000977; GO:0003700; GO:0005634; GO:0006351; GO:0045944; GO:0046983
P42652	GO:0019904
A6QWA0	GO:0005886; GO:0016021; GO:0032220; GO:0043332
O04203	GO:0005737; GO:0006979; GO:0009751; GO:0009816
Q8GY31	GO:0004725; GO:0005634; GO:0005739; GO:0006468; GO:0007067; GO:0008794; GO:0009507; GO:0046685; GO:0046872; GO:0051301
P27522	GO:0009416; GO:0009522; GO:0009523; GO:0009535; GO:0009768; GO:0009941; GO:0010287; GO:0016021; GO:0016168; GO:0018298; GO:0031409; GO:0046872
Q9LHJ8	GO:0003677; GO:0004842; GO:0005634; GO:0006970; GO:0008270; GO:0009414; GO:0016567; GO:0051865
Q9VGG6	GO:0003341; GO:0003774; GO:0036156; GO:0036159; GO:0045504
B3H4F1	GO:0005874
F4JPX3	GO:0004675; GO:0005524; GO:0005886; GO:0006468; GO:0006952; GO:0007166
F4J7S8	GO:0000139; GO:0005215; GO:0005886; GO:0015031
Q8LB02	GO:0000104; GO:0005739; GO:0005749; GO:0006099; GO:0006121; GO:0008177; GO:0008270; GO:0009055; GO:0009060; GO:0022904; GO:0045273; GO:0045281; GO:0051537; GO:0051538; GO:0051539
O23787	GO:0006950; GO:0009228; GO:0009507; GO:0016491; GO:0046872
P14009	GO:0016021
Q9FMG4	GO:0000398; GO:0003729; GO:0005681; GO:0005829; GO:0008380; GO:0016020; GO:0016607
Q8L4B2	GO:0003700; GO:0005634; GO:0005737; GO:0005829; GO:0006351; GO:0009738; GO:0009740; GO:0010029; GO:0043565; GO:0046982; GO:2000306
O80322	GO:0003723; GO:0033897
P22302	GO:0004784; GO:0009507; GO:0046872
Q9LDY2	GO:0003863; GO:0005759; GO:0009646; GO:0009744; GO:0043617
O81154	GO:0004124; GO:0005737; GO:0006535; GO:0016740
Q2N5X0	GO:0004061; GO:0004328; GO:0019441; GO:0043420
B9HTK2	GO:0005886; GO:0016021
Q9SUK9	GO:0004721; GO:0006470; GO:0046872
A1SMA5	GO:0003911; GO:0006260; GO:0006281; GO:0046872
Q6UPE0	GO:0005743; GO:0008812; GO:0019285; GO:0050660
Q9LYX1	GO:0002229; GO:0004674; GO:0005524; GO:0005886; GO:0016021; GO:0030246
Q9LEY9	GO:0000469; GO:0000470; GO:0005730; GO:0005732; GO:0006412; GO:0030515; GO:0031118; GO:0031120; GO:0031429; GO:0034513
Q8LPG9	
Q9M0V0	GO:0005739; GO:0005759; GO:0009055; GO:0009102; GO:0022900; GO:0046872; GO:0048868; GO:0051537
Q8L7Y9	GO:0003993; GO:0005576; GO:0009395
Q9M160	GO:0003700; GO:0006355; GO:0009793
Q9CYU6	GO:0017183; GO:0061685
O64823	GO:0005262; GO:0005743; GO:0015292; GO:0016021
Q39688	GO:0005576; GO:0006833; GO:0030246
C0LU16	GO:0001104; GO:0006351; GO:0006355; GO:0009817; GO:0016592; GO:0043078; GO:0050832
P36774	GO:0004176; GO:0004252; GO:0005524; GO:0005737; GO:0030163; GO:0043565
Q8YQ82	GO:0003677; GO:0003700; GO:0006351
P93339	GO:0004871; GO:0005789; GO:0005886
Q5RD67	GO:0005743; GO:0016021; GO:0055085
P49299	GO:0006097; GO:0006099; GO:0009514; GO:0046912
F4HVY0	GO:0005506; GO:0005789; GO:0006629; GO:0008610; GO:0009414; GO:0010025; GO:0016021; GO:0016491; GO:0042742; GO:0043447; GO:0050832
Q84WQ5	
Q8L4X4	GO:0003333; GO:0005886; GO:0015171; GO:0016021
P9WIT5	GO:0005887; GO:0015031; GO:0040007; GO:0051205
Q9LPL4	GO:0004842; GO:0005634; GO:0009734; GO:0010311; GO:0016567; GO:0019005; GO:0031146; GO:0051781; GO:0071365
P48620	GO:0006636; GO:0016717; GO:0031969
P32980	GO:0009535; GO:0015986; GO:0045261; GO:0046933
Q9LV66	GO:0005829
O81097	GO:0000419; GO:0005665; GO:0006351
B6J6S7	GO:0000175; GO:0003723; GO:0004654; GO:0005737; GO:0006396; GO:0006402; GO:0046872
Q9SI09	GO:0006970; GO:0008270; GO:0009651; GO:0009687; GO:0009688; GO:0009739; GO:0010200; GO:0016021; GO:0043161; GO:0061630
B0BLT0	GO:0000055; GO:0003676; GO:0008270; GO:0030687; GO:0043023
Q4R5M2	GO:0004197; GO:0005615; GO:0005764; GO:0042470; GO:0050790
B3DVR2	GO:0004515; GO:0005524; GO:0009435
O81122	GO:0000155; GO:0005524; GO:0005789; GO:0010105; GO:0016021; GO:0038199; GO:0046872; GO:0051740
Q55C80	GO:0017183; GO:0061685
P55582	GO:0016614; GO:0050660
Q9M352	GO:0002181; GO:0003735; GO:0005774; GO:0005829; GO:0016020; GO:0022625; GO:0022626; GO:0042256
Q6YW46	GO:0003746
Q9C0I9	GO:0005886; GO:0007165
A2RDL5	GO:0005737; GO:0090529
Q9LFA4	GO:0005634; GO:0005737
Q9LD44	GO:0003700; GO:0005634; GO:0006351; GO:0009753; GO:0044212; GO:0045995; GO:0048317; GO:0080060
Q2U561	GO:0003677; GO:0005634; GO:0006351; GO:0006357; GO:0032784
Q9SX65	GO:0005777; GO:0016787; GO:0042372; GO:0051289
Q945T0	GO:0004871; GO:0005179; GO:0005576; GO:0005622; GO:0019722
O34598	GO:0006147; GO:0008270; GO:0008892
Q39231	GO:0005886; GO:0005887; GO:0005985; GO:0008506
Q9SZA7	GO:0005524; GO:0042742; GO:0043531; GO:0048046
P27879	GO:0005737
P40934	GO:0005789; GO:0016021; GO:0020037; GO:0031090; GO:0046872; GO:0055114
Q9CQ48	GO:0000777; GO:0000922; GO:0005622; GO:0005737; GO:0005815; GO:0005829; GO:0006457; GO:0015630; GO:0032502; GO:0051082; GO:0070062
F4K657	GO:0005768; GO:0031083
Q9SL05	GO:0009055; GO:0009414; GO:0009507; GO:0009534; GO:0009535; GO:0009644; GO:0009773; GO:0010117; GO:0071484
P69040	GO:0003743; GO:0003746; GO:0006452; GO:0043022; GO:0045901; GO:0045905
Q9SAG8	GO:0005634; GO:0009416; GO:0009507; GO:0009570
Q9ZW85	GO:0003861; GO:0009098; GO:0009507; GO:0009536; GO:0009570; GO:0009651; GO:0009658; GO:0019761; GO:0048229
Q8RWU3	GO:0001190; GO:0003700; GO:0005634; GO:0006355; GO:0009651; GO:0009723; GO:0009733; GO:0009737; GO:0009739; GO:0009751; GO:0009753; GO:0010628; GO:0032922; GO:0042752; GO:0042753; GO:0043565; GO:0043966; GO:0046686; GO:0048573
Q876G9	GO:0003774; GO:0005524; GO:0007049; GO:0015031; GO:0016459; GO:0051015
J9U5U9	GO:0010223; GO:0016788; GO:1901601
P31542	GO:0005524; GO:0009507; GO:0019538
P42856	GO:0003824
Q5HZL9	GO:0008152; GO:0016787
O80800	GO:0000035; GO:0000036; GO:0005739; GO:0005759; GO:0005829; GO:0009245; GO:0031177; GO:0046872; GO:0050897; GO:0055114; GO:0070469
Q9ASS7	GO:0005773; GO:0005774; GO:0009705; GO:0015171; GO:0016021; GO:0080144
P39101	GO:0005634; GO:0006457
Q949P1	GO:0005506; GO:0010268; GO:0010295; GO:0016021; GO:0016125; GO:0016132; GO:0020037; GO:0046345
Q42952	GO:0006869; GO:0006952; GO:0008289; GO:0009607
P29449	GO:0005737; GO:0006662; GO:0015035; GO:0045454
G5DBJ0	GO:0006457; GO:0009535; GO:0009658; GO:0009704; GO:0009941; GO:0016021; GO:0044183; GO:0055035; GO:0061077
O49453	GO:0003729; GO:0005829
Q754F0	GO:0005743; GO:0006067; GO:0016021
Q9C073	
P09592	GO:0004252; GO:0005198; GO:0016021; GO:0019031; GO:0019062; GO:0020002; GO:0030430; GO:0039619; GO:0039654; GO:0046983; GO:0055036; GO:0075512
P93349	GO:0004553; GO:0005618; GO:0010411; GO:0016762; GO:0042546; GO:0048046; GO:0071555
Q9Z3G1	GO:0009512; GO:0015979; GO:0016021; GO:0042651; GO:0055114
Q0WPT7	GO:0008168; GO:0009507; GO:0010287; GO:0080167
Q9FJH6	GO:0005215; GO:0005524; GO:0005886; GO:0016887
Q8LGS1	GO:0000932; GO:0009737; GO:0010162; GO:0010494; GO:0046872
Q9FFK3	GO:0008237; GO:0009507; GO:0009535; GO:0016021; GO:0031969
Q60698	GO:0000122; GO:0001843; GO:0002089; GO:0003682; GO:0003714; GO:0005634; GO:0005654; GO:0005667; GO:0005737; GO:0005813; GO:0006351; GO:0008270; GO:0008285; GO:0009948; GO:0010626; GO:0014902; GO:0016604; GO:0016605; GO:0017053; GO:0019901; GO:0019904; GO:0021772; GO:0022011; GO:0030326; GO:0030512; GO:0030514; GO:0031625; GO:0032926; GO:0035019; GO:0043010; GO:0043234; GO:0043388; GO:0043585; GO:0045596; GO:0045668; GO:0045944; GO:0046332; GO:0046811; GO:0048147; GO:0048593; GO:0048666; GO:0048741; GO:0060021; GO:0060041; GO:0060325; GO:0060349; GO:0060395; GO:0070207; GO:0070208; GO:0070491
Q93ZJ3	GO:0000741; GO:0005739; GO:0009507; GO:0010197
Q40143	GO:0004197; GO:0005615; GO:0005764; GO:0006955; GO:0051603
Q54DS3	GO:0016021
Q9LDE1	GO:0000981; GO:0001135; GO:0003700; GO:0005634; GO:0006351; GO:0006357; GO:0006952; GO:0009620; GO:0009651; GO:0009723; GO:0009737; GO:0009753; GO:0030154; GO:0043565; GO:0044212
P42791	GO:0003735; GO:0005773; GO:0005774; GO:0005886; GO:0006412; GO:0009507; GO:0015934; GO:0022625; GO:0042256
O22845	GO:0005509; GO:0012505; GO:0031303
Q9ATF5	GO:0003735; GO:0005840; GO:0006412
P15720	GO:0005886; GO:0019911; GO:0043209
P93830	GO:0003700; GO:0005634; GO:0006351; GO:0009733; GO:0009734; GO:0042802; GO:1900057
Q55EX9	GO:0005737; GO:0008757; GO:0032259; GO:0045335
Q3EBM5	GO:0004190; GO:0005576; GO:0006508; GO:0030163
Q4W9M7	GO:0005634; GO:0006281; GO:0008156; GO:0051321
P45871	GO:0046872
P53305	GO:0003735; GO:0005763; GO:0032543
P40969	GO:0000778; GO:0000921; GO:0000981; GO:0007094; GO:0008270; GO:0008301; GO:0019237; GO:0031518
Q8W487	GO:0005739; GO:0005759
P85524	GO:0002253; GO:0006952; GO:0009607
F4JKK0	GO:0004842; GO:0008270; GO:0008299; GO:0009414; GO:0010025; GO:0010143; GO:0010345; GO:0030176; GO:0030433; GO:0042335; GO:1900490; GO:1904264
Q9SHI2	GO:0004674; GO:0005524; GO:0005886; GO:0016021
Q10PP8	GO:0005384; GO:0009705; GO:0016021; GO:0035618
Q42980	GO:0012511; GO:0016021; GO:0019915
B4NXA8	GO:0003677; GO:0003700; GO:0005634; GO:0006351; GO:0006355; GO:0007366; GO:0007379; GO:0007611; GO:0008361; GO:0032368; GO:0032783; GO:0035327; GO:0042048; GO:0042051; GO:0048190; GO:0051493
Q8VXX4	GO:0003677; GO:0005524; GO:0005634; GO:0005663; GO:0006261
Q06561	GO:0002119; GO:0005198; GO:0005509; GO:0005578; GO:0005604; GO:0007517; GO:0008543; GO:0009792; GO:0016477; GO:0030239; GO:0031581; GO:0040011; GO:0040017; GO:0048644; GO:0055120; GO:0060279; GO:0060465; GO:1905905
Q84V03	GO:0005634; GO:0009658; GO:0045893; GO:0048512; GO:0080167
Q9SX77	GO:0005634; GO:0005739; GO:0005749; GO:0006099; GO:0009735; GO:0045273
A1WY83	GO:0005737; GO:0008616; GO:0033739; GO:0046857
Q9SKZ2	GO:0000175; GO:0000288; GO:0003723; GO:0004535; GO:0005634; GO:0005737; GO:0006351; GO:0006355; GO:0030014; GO:0046872
Q28852	GO:0000276; GO:0005753; GO:0015078; GO:0015986; GO:0099132
O65743	GO:0005840
Q6YVX4	GO:0000166; GO:0005829; GO:0006777
Q8VWN6	GO:0005975; GO:0047274
Q9ZSK2	GO:0003779; GO:0005737; GO:0015629; GO:0030042
Q94IR2	GO:0016702; GO:0046872
Q9SQ80	GO:0009686; GO:0045543; GO:0046872
Q682I1	GO:0009507; GO:0046872; GO:0051537
P40163	GO:0016021
P49206	GO:0003729; GO:0003735; GO:0006412; GO:0022627; GO:0042256
Q9M427	GO:0003723; GO:0005634; GO:0006397
Q40467	GO:0003743; GO:0004386; GO:0005524
Q6NQL6	GO:0006651; GO:0008195; GO:0009507; GO:0009706; GO:0016021
Q94AH9	GO:0000494; GO:0003723; GO:0005730; GO:0006351; GO:0006355; GO:0008033; GO:0008649; GO:0015030; GO:0016592; GO:0030515; GO:0031167; GO:0031428; GO:0032040; GO:1990258; GO:1990259
Q17A75	GO:0005524; GO:0016021; GO:0018117; GO:0070733
Q6ICB0	GO:0005634; GO:0005737; GO:0008233; GO:0042802
A8MQN2	GO:0005634; GO:0006351; GO:0006355; GO:0048511
Q9SNV9	GO:0005215; GO:0005773; GO:0005774; GO:0005794; GO:0006828; GO:0009506; GO:0009617; GO:0010043; GO:0016021; GO:0042742; GO:0055072; GO:2000379
O22898	GO:0004467; GO:0005524; GO:0005783; GO:0006631; GO:0010025; GO:0010143; GO:0031957; GO:0102391
Q2V9B0	GO:0003677; GO:0005634; GO:0005829; GO:0006351; GO:0006355
Q9S752	GO:0004842; GO:0005886; GO:0008270; GO:0009737; GO:0080144; GO:1901527
P92980	GO:0000103; GO:0004604; GO:0009507; GO:0009973; GO:0019344; GO:0019419; GO:0033741; GO:0045454; GO:0046872; GO:0051539
A3DH97	GO:0005886; GO:0016021; GO:0031176; GO:0045493
Q93ZE8	GO:0000030; GO:0005783; GO:0006486; GO:0016020; GO:0042742; GO:0050832; GO:0052033
F4I9E1	GO:0000741; GO:0006810; GO:0009651; GO:0010197; GO:0016021
Q9LVL4	GO:0003677; GO:0005634; GO:0006351; GO:0045892
Q9M069	GO:0004553; GO:0005576; GO:0005618; GO:0005975; GO:0030247; GO:0042973; GO:0046658; GO:0071555
Q9M015	
P37707	
O04023	GO:0000326; GO:0005783; GO:0005789; GO:0005886; GO:0006623; GO:0016021; GO:0032586
Q9VUZ1	GO:0005783; GO:0005794; GO:0006888; GO:0007224; GO:0007283; GO:0016192; GO:0030008; GO:0033227; GO:0048471
Q9ZUZ3	GO:0005634; GO:0005737; GO:0007275; GO:0009734; GO:0040008; GO:1900140
P0C8Z0	GO:0005634; GO:0005829; GO:0005886; GO:0009506; GO:0010449; GO:0010628; GO:0080037; GO:2000012
Q42551	GO:0005524; GO:0005634; GO:0005737; GO:0009737; GO:0009793; GO:0016874; GO:0016925; GO:0019789
Q9LUQ6	GO:0003729; GO:0003735; GO:0005886; GO:0006412; GO:0022625; GO:0042256
Q08436	GO:0005524; GO:0005886; GO:0006754; GO:0008553; GO:0016021; GO:0046872
Q9LDV4	GO:0001666; GO:0004021; GO:0005739; GO:0009058; GO:0030170; GO:0042853
Q736X4	GO:0005886; GO:0016021
Q8L736	GO:0005634; GO:0005737; GO:0019005; GO:0030162; GO:0031625; GO:0042787; GO:0043161
Q7X996	GO:0004674; GO:0005524; GO:0005622; GO:0018105; GO:0018107; GO:0035556
Q9SJW0	GO:0003677; GO:0003700; GO:0005634; GO:0006351; GO:0006355
P56335	GO:0003743; GO:0003746; GO:0006452; GO:0043022; GO:0045901; GO:0045905
Q9LTS6	GO:0003735; GO:0005739; GO:0009507; GO:0009536; GO:0015935; GO:0032543
B5ZY73	GO:0004109; GO:0005737; GO:0006782; GO:0042803; GO:0046872
Q02224	GO:0000278; GO:0000775; GO:0000776; GO:0000777; GO:0000779; GO:0003777; GO:0005524; GO:0005634; GO:0005694; GO:0005829; GO:0005871; GO:0005874; GO:0006890; GO:0007018; GO:0007059; GO:0007062; GO:0007079; GO:0007080; GO:0007275; GO:0008017; GO:0015630; GO:0016020; GO:0016887; GO:0019886; GO:0030071; GO:0030496; GO:0043515; GO:0045860; GO:0051301; GO:0051310; GO:0051315; GO:0051382; GO:0099607; GO:1990023
Q6NNI8	GO:0003677; GO:0008270
Q9FLE8	GO:0005886; GO:0009055; GO:0015035; GO:0045454
P49209	GO:0002181; GO:0003723; GO:0003735; GO:0005730; GO:0005773; GO:0005774; GO:0005829; GO:0005886; GO:0009506; GO:0009507; GO:0009941; GO:0009955; GO:0016020; GO:0019843; GO:0022625; GO:0022626; GO:0042256
Q9LDD1	GO:0004842; GO:0005634; GO:0006952; GO:0008270; GO:0031347; GO:0043067; GO:0043161
Q9LJQ9	GO:0005758; GO:0006825; GO:0009617; GO:0016531; GO:0046688
P13339	GO:0019012; GO:0019076; GO:0098003; GO:0098025
Q9FLF4	GO:0004842; GO:0010200
Q5VCS6	GO:0007286; GO:0030719; GO:0033391; GO:0043046; GO:0071546
Q54SF5	GO:0005730; GO:0042254
Q9SAI4	GO:0005886; GO:0005887; GO:0015168; GO:0015204; GO:0046713; GO:0046715; GO:0080029
Q8GT74	GO:0008270; GO:0009535; GO:0016021; GO:0043161; GO:0061630
Q9M5L0	GO:0003735; GO:0005840; GO:0006412
Q8VY98	GO:0005783; GO:0005789; GO:0006914; GO:0015031; GO:0016021; GO:0043231
Q9SV84	GO:0005886; GO:0005887; GO:0010036; GO:0015105; GO:0015250; GO:0015700; GO:0016328; GO:0046685; GO:0046713; GO:0046715; GO:0080029; GO:0080138
Q9FP29	GO:0005634; GO:0006355; GO:0043565
Q0WMZ5	GO:0005744; GO:0009527; GO:0015171; GO:0015266; GO:0015288; GO:0030150; GO:0031305; GO:0031359; GO:0042803; GO:0046930
Q535K8	GO:0003677; GO:0003714; GO:0005634; GO:0006351; GO:0030183; GO:0045892
P49598	GO:0004721; GO:0004722; GO:0005634; GO:0005829; GO:0009409; GO:0009414; GO:0009737; GO:0009738; GO:0009788; GO:0010119; GO:0010360; GO:0019901; GO:0046872
Q39685	GO:0000165; GO:0000977; GO:0003700; GO:0005634; GO:0006351; GO:0045944; GO:0046983
Q9LSD8	GO:0005886
Q3SMQ9	GO:0004042; GO:0004358; GO:0005737; GO:0006526
Q9C8M9	GO:0004675; GO:0005524; GO:0006468; GO:0007166; GO:0016021
Q54TS4	GO:0005794; GO:0016021; GO:0017137
Q6GPW4	GO:0016021
O65731	GO:0003723; GO:0003735; GO:0006412; GO:0015935
A6QPY8	GO:0003677; GO:0003723; GO:0003755; GO:0005730; GO:0005737; GO:0005819; GO:0070062
Q9SZN7	GO:0005507; GO:0005737; GO:0005886; GO:0009506; GO:0010286; GO:0030001; GO:0031965; GO:0032791; GO:0046870; GO:0046916
Q9ZPE7	GO:0005615; GO:0005618; GO:0005794; GO:0009505; GO:0009741; GO:0048046
O82802	GO:0003677; GO:0006275; GO:0006323; GO:0009570; GO:0019424; GO:0020037; GO:0042644; GO:0045892; GO:0046872; GO:0050311; GO:0051539
Q9FL41	GO:0005886; GO:0006810; GO:0016021; GO:0022857
Q9LMX8	GO:0005829; GO:0005975; GO:0009051; GO:0017057
Q7PCC4	GO:0009813; GO:0016491; GO:0050662
Q9FG71	GO:0005783; GO:0072546
Q39033	GO:0004435; GO:0004871; GO:0005622; GO:0005886; GO:0009553; GO:0009556; GO:0010601; GO:0016042; GO:0035556; GO:0048437
Q9M096	
O49996	GO:0019904
Q94K18	GO:0016021
Q9SF23	GO:0004150; GO:0005829; GO:0046654; GO:0046656; GO:0102083
O24606	GO:0000976; GO:0001666; GO:0003700; GO:0005634; GO:0006351; GO:0006355; GO:0009723; GO:0009873; GO:0010182; GO:0042742; GO:0044212; GO:0071281
O80845	GO:0005739; GO:0005777; GO:0005779; GO:0007031; GO:0009507; GO:0016559; GO:0042802; GO:0044375
Q9ZT66	GO:0005576; GO:0016787
Q9LN77	GO:0030246
Q9FUD3	GO:0003700; GO:0005634; GO:0006351; GO:0042803; GO:0043565; GO:0046982; GO:0071333
Q5NDL3	GO:0005788; GO:0006493; GO:0016262
A1TDK2	GO:0004149; GO:0004591; GO:0006099; GO:0008683; GO:0030976; GO:0046872; GO:0050439
A8E4L1	GO:0005758; GO:0005829; GO:0009060; GO:0033617
